"UKPRN","Institution","Subject","Level","Question number","answered 1","answered 2","answered 3","answered 4","answered 5","N/A","Confidence interval - min","Actual value","Confidence interval - max","Number of Respondents","Sample size","Two years aggregate data?"
10007773,"OPEN UNIVERSITY(THE)","(L3.17) Others in Biological Sciences","First degree","Q13",1%,5%,9%,50%,35%,10,75%,85%,91%,183,333,
10007773,"OPEN UNIVERSITY(THE)","(L3.17) Others in Biological Sciences","First degree","Q14",1%,3%,11%,40%,46%,24,76%,86%,92%,169,333,
10007773,"OPEN UNIVERSITY(THE)","(L3.17) Others in Biological Sciences","First degree","Q15",1%,3%,6%,38%,52%,4,82%,90%,95%,189,333,
10007773,"OPEN UNIVERSITY(THE)","(L3.17) Others in Biological Sciences","First degree","Q16",0%,1%,10%,39%,51%,25,80%,89%,95%,168,333,
10007773,"OPEN UNIVERSITY(THE)","(L3.17) Others in Biological Sciences","First degree","Q17",1%,1%,13%,38%,47%,18,75%,85%,92%,175,333,
10007773,"OPEN UNIVERSITY(THE)","(L3.17) Others in Biological Sciences","First degree","Q18",0%,4%,26%,38%,31%,91,54%,70%,81%,102,333,
10007773,"OPEN UNIVERSITY(THE)","(L3.17) Others in Biological Sciences","First degree","Q19",2%,4%,20%,42%,33%,6,64%,74%,83%,187,333,
10007773,"OPEN UNIVERSITY(THE)","(L3.17) Others in Biological Sciences","First degree","Q20",1%,3%,22%,43%,32%,8,64%,75%,83%,185,333,
10007773,"OPEN UNIVERSITY(THE)","(L3.17) Others in Biological Sciences","First degree","Q21",1%,4%,21%,46%,28%,6,64%,74%,83%,187,333,
10007773,"OPEN UNIVERSITY(THE)","(L3.17) Others in Biological Sciences","First degree","Q22",1%,1%,4%,34%,61%,0,87%,94%,98%,193,333,
10007773,"OPEN UNIVERSITY(THE)","(L3.17) Others in Biological Sciences","Other undergraduate","Q1",0%,3%,10%,40%,47%,6,59%,87%,97%,30,69,"Y"
10007773,"OPEN UNIVERSITY(THE)","(L3.17) Others in Biological Sciences","Other undergraduate","Q2",0%,7%,4%,36%,54%,8,61%,89%,98%,28,69,"Y"
10007773,"OPEN UNIVERSITY(THE)","(L3.17) Others in Biological Sciences","Other undergraduate","Q3",0%,0%,11%,25%,64%,8,61%,89%,98%,28,69,"Y"
10007773,"OPEN UNIVERSITY(THE)","(L3.17) Others in Biological Sciences","Other undergraduate","Q4",0%,0%,6%,20%,74%,1,71%,94%,99%,35,69,"Y"
10007773,"OPEN UNIVERSITY(THE)","(L3.17) Others in Biological Sciences","Other undergraduate","Q5",0%,11%,6%,28%,56%,0,58%,83%,95%,36,69,"Y"
10007773,"OPEN UNIVERSITY(THE)","(L3.17) Others in Biological Sciences","Other undergraduate","Q6",3%,0%,3%,22%,72%,0,71%,94%,99%,36,69,"Y"
10007773,"OPEN UNIVERSITY(THE)","(L3.17) Others in Biological Sciences","Other undergraduate","Q7",3%,6%,3%,42%,47%,0,64%,89%,97%,36,69,"Y"
10007773,"OPEN UNIVERSITY(THE)","(L3.17) Others in Biological Sciences","Other undergraduate","Q8",0%,0%,8%,19%,72%,0,68%,92%,98%,36,69,"Y"
10007773,"OPEN UNIVERSITY(THE)","(L3.17) Others in Biological Sciences","Other undergraduate","Q9",0%,6%,3%,44%,47%,0,68%,92%,98%,36,69,"Y"
10007773,"OPEN UNIVERSITY(THE)","(L3.17) Others in Biological Sciences","Other undergraduate","Q10",6%,3%,8%,42%,42%,0,58%,83%,95%,36,69,"Y"
10007773,"OPEN UNIVERSITY(THE)","(L3.17) Others in Biological Sciences","Other undergraduate","Q11",3%,3%,6%,40%,49%,1,64%,89%,97%,35,69,"Y"
10007773,"OPEN UNIVERSITY(THE)","(L3.17) Others in Biological Sciences","Other undergraduate","Q12",6%,9%,16%,31%,38%,4,42%,69%,87%,32,69,"Y"
10007773,"OPEN UNIVERSITY(THE)","(L3.17) Others in Biological Sciences","Other undergraduate","Q13",6%,3%,6%,37%,49%,1,60%,86%,96%,35,69,"Y"
10007773,"OPEN UNIVERSITY(THE)","(L3.17) Others in Biological Sciences","Other undergraduate","Q14",3%,3%,3%,41%,50%,4,65%,91%,98%,32,69,"Y"
10007773,"OPEN UNIVERSITY(THE)","(L3.17) Others in Biological Sciences","Other undergraduate","Q15",0%,8%,11%,28%,53%,0,55%,81%,93%,36,69,"Y"
10007773,"OPEN UNIVERSITY(THE)","(L3.17) Others in Biological Sciences","Other undergraduate","Q16",0%,3%,13%,29%,55%,5,57%,84%,95%,31,69,"Y"
10007773,"OPEN UNIVERSITY(THE)","(L3.17) Others in Biological Sciences","Other undergraduate","Q17",0%,0%,12%,27%,61%,3,62%,88%,97%,33,69,"Y"
10007773,"OPEN UNIVERSITY(THE)","(L3.17) Others in Biological Sciences","Other undergraduate","Q18",0%,11%,22%,17%,50%,18,33%,67%,89%,18,69,"Y"
10007773,"OPEN UNIVERSITY(THE)","(L3.17) Others in Biological Sciences","Other undergraduate","Q19",0%,3%,21%,35%,41%,2,50%,76%,91%,34,69,"Y"
10007773,"OPEN UNIVERSITY(THE)","(L3.17) Others in Biological Sciences","Other undergraduate","Q20",0%,3%,27%,30%,39%,3,43%,70%,87%,33,69,"Y"
10007773,"OPEN UNIVERSITY(THE)","(L3.17) Others in Biological Sciences","Other undergraduate","Q21",3%,0%,31%,36%,31%,0,41%,67%,85%,36,69,"Y"
10007773,"OPEN UNIVERSITY(THE)","(L3.17) Others in Biological Sciences","Other undergraduate","Q22",3%,3%,0%,31%,64%,0,71%,94%,99%,36,69,"Y"
10007773,"OPEN UNIVERSITY(THE)","(L3.19) Psychology","First degree","Q1",2%,3%,10%,52%,33%,117,83%,85%,87%,1568,3157,
10007773,"OPEN UNIVERSITY(THE)","(L3.19) Psychology","First degree","Q2",2%,3%,14%,47%,34%,116,79%,81%,83%,1569,3157,
10007773,"OPEN UNIVERSITY(THE)","(L3.19) Psychology","First degree","Q3",1%,2%,11%,41%,45%,130,84%,86%,88%,1555,3157,
10007773,"OPEN UNIVERSITY(THE)","(L3.19) Psychology","First degree","Q4",1%,1%,4%,29%,65%,9,93%,95%,96%,1676,3157,
10007773,"OPEN UNIVERSITY(THE)","(L3.19) Psychology","First degree","Q5",2%,6%,8%,39%,44%,22,81%,84%,85%,1663,3157,
10007773,"OPEN UNIVERSITY(THE)","(L3.19) Psychology","First degree","Q6",2%,3%,8%,44%,42%,37,84%,86%,88%,1648,3157,
10007773,"OPEN UNIVERSITY(THE)","(L3.19) Psychology","First degree","Q7",2%,6%,9%,42%,41%,40,81%,84%,85%,1645,3157,
10007773,"OPEN UNIVERSITY(THE)","(L3.19) Psychology","First degree","Q8",1%,3%,6%,40%,50%,43,88%,90%,91%,1642,3157,
10007773,"OPEN UNIVERSITY(THE)","(L3.19) Psychology","First degree","Q9",2%,6%,12%,45%,34%,48,77%,80%,82%,1637,3157,
10007773,"OPEN UNIVERSITY(THE)","(L3.19) Psychology","First degree","Q10",3%,6%,11%,44%,36%,22,78%,80%,82%,1663,3157,
10007773,"OPEN UNIVERSITY(THE)","(L3.19) Psychology","First degree","Q11",2%,4%,6%,41%,47%,25,86%,88%,90%,1660,3157,
10007773,"OPEN UNIVERSITY(THE)","(L3.19) Psychology","First degree","Q12",2%,4%,15%,38%,41%,123,77%,79%,81%,1562,3157,
10007773,"OPEN UNIVERSITY(THE)","(L3.19) Psychology","First degree","Q13",2%,4%,8%,45%,42%,43,85%,87%,89%,1642,3157,
10007773,"OPEN UNIVERSITY(THE)","(L3.19) Psychology","First degree","Q14",1%,2%,8%,38%,50%,146,86%,88%,90%,1539,3157,
10007773,"OPEN UNIVERSITY(THE)","(L3.19) Psychology","First degree","Q15",1%,2%,6%,39%,52%,12,89%,91%,92%,1673,3157,
10007773,"OPEN UNIVERSITY(THE)","(L3.19) Psychology","First degree","Q16",1%,3%,11%,36%,48%,104,82%,84%,86%,1581,3157,
10007773,"OPEN UNIVERSITY(THE)","(L3.19) Psychology","First degree","Q17",1%,3%,8%,36%,52%,160,86%,88%,90%,1525,3157,
10007773,"OPEN UNIVERSITY(THE)","(L3.19) Psychology","First degree","Q18",2%,3%,29%,30%,35%,686,62%,66%,69%,999,3157,
10007773,"OPEN UNIVERSITY(THE)","(L3.19) Psychology","First degree","Q19",2%,4%,21%,37%,35%,66,70%,72%,75%,1619,3157,
10007773,"OPEN UNIVERSITY(THE)","(L3.19) Psychology","First degree","Q20",2%,5%,23%,34%,37%,67,68%,71%,73%,1618,3157,
10007773,"OPEN UNIVERSITY(THE)","(L3.19) Psychology","First degree","Q21",2%,4%,23%,37%,34%,58,68%,71%,73%,1627,3157,
10007773,"OPEN UNIVERSITY(THE)","(L3.19) Psychology","First degree","Q22",2%,2%,3%,35%,57%,4,91%,92%,94%,1681,3157,
10007773,"OPEN UNIVERSITY(THE)","(L3.19) Psychology","Other undergraduate","Q1",3%,4%,11%,50%,33%,6,72%,83%,90%,76,150,
10007773,"OPEN UNIVERSITY(THE)","(L3.19) Psychology","Other undergraduate","Q2",1%,4%,9%,51%,35%,3,76%,86%,93%,79,150,
10007773,"OPEN UNIVERSITY(THE)","(L3.19) Psychology","Other undergraduate","Q3",0%,0%,10%,47%,42%,4,80%,90%,95%,78,150,
10007773,"OPEN UNIVERSITY(THE)","(L3.19) Psychology","Other undergraduate","Q4",2%,0%,4%,27%,67%,0,85%,94%,98%,82,150,
10007773,"OPEN UNIVERSITY(THE)","(L3.19) Psychology","Other undergraduate","Q5",0%,4%,10%,34%,52%,0,76%,87%,93%,82,150,
10007773,"OPEN UNIVERSITY(THE)","(L3.19) Psychology","Other undergraduate","Q6",0%,5%,9%,33%,53%,1,76%,86%,93%,81,150,
10007773,"OPEN UNIVERSITY(THE)","(L3.19) Psychology","Other undergraduate","Q7",2%,6%,9%,43%,40%,1,72%,83%,90%,81,150,
10007773,"OPEN UNIVERSITY(THE)","(L3.19) Psychology","Other undergraduate","Q8",4%,4%,7%,41%,44%,1,75%,85%,92%,81,150,
10007773,"OPEN UNIVERSITY(THE)","(L3.19) Psychology","Other undergraduate","Q9",3%,12%,12%,40%,35%,4,62%,74%,83%,78,150,
10007773,"OPEN UNIVERSITY(THE)","(L3.19) Psychology","Other undergraduate","Q10",2%,4%,15%,48%,31%,1,68%,79%,87%,81,150,
10007773,"OPEN UNIVERSITY(THE)","(L3.19) Psychology","Other undergraduate","Q11",1%,4%,7%,44%,43%,1,78%,88%,94%,81,150,
10007773,"OPEN UNIVERSITY(THE)","(L3.19) Psychology","Other undergraduate","Q12",3%,7%,12%,47%,31%,8,66%,78%,87%,74,150,
10007773,"OPEN UNIVERSITY(THE)","(L3.19) Psychology","Other undergraduate","Q13",0%,1%,5%,43%,51%,3,85%,94%,97%,79,150,
10007773,"OPEN UNIVERSITY(THE)","(L3.19) Psychology","Other undergraduate","Q14",0%,3%,7%,43%,48%,7,81%,91%,96%,75,150,
10007773,"OPEN UNIVERSITY(THE)","(L3.19) Psychology","Other undergraduate","Q15",0%,2%,9%,38%,51%,0,79%,89%,94%,82,150,
10007773,"OPEN UNIVERSITY(THE)","(L3.19) Psychology","Other undergraduate","Q16",0%,4%,6%,45%,44%,5,80%,90%,95%,77,150,
10007773,"OPEN UNIVERSITY(THE)","(L3.19) Psychology","Other undergraduate","Q17",1%,3%,8%,41%,47%,6,78%,88%,94%,76,150,
10007773,"OPEN UNIVERSITY(THE)","(L3.19) Psychology","Other undergraduate","Q18",5%,8%,38%,28%,21%,43,32%,49%,65%,39,150,
10007773,"OPEN UNIVERSITY(THE)","(L3.19) Psychology","Other undergraduate","Q19",1%,4%,31%,39%,25%,7,51%,64%,75%,75,150,
10007773,"OPEN UNIVERSITY(THE)","(L3.19) Psychology","Other undergraduate","Q20",1%,3%,39%,32%,24%,8,44%,57%,68%,74,150,
10007773,"OPEN UNIVERSITY(THE)","(L3.19) Psychology","Other undergraduate","Q21",1%,7%,34%,34%,24%,6,45%,58%,69%,76,150,
10007773,"OPEN UNIVERSITY(THE)","(L3.19) Psychology","Other undergraduate","Q22",1%,2%,5%,39%,52%,0,82%,91%,96%,82,150,
10007773,"OPEN UNIVERSITY(THE)","(L3.25) Chemistry","First degree","Q1",0%,3%,8%,52%,38%,10,81%,89%,94%,112,214,
10007773,"OPEN UNIVERSITY(THE)","(L3.25) Chemistry","First degree","Q2",2%,2%,11%,41%,45%,10,77%,86%,91%,112,214,
10007773,"OPEN UNIVERSITY(THE)","(L3.25) Chemistry","First degree","Q3",1%,1%,7%,37%,54%,10,83%,91%,95%,112,214,
10007773,"OPEN UNIVERSITY(THE)","(L3.25) Chemistry","First degree","Q4",0%,2%,0%,25%,72%,0,92%,98%,99%,122,214,
10007773,"OPEN UNIVERSITY(THE)","(L3.25) Chemistry","First degree","Q5",0%,4%,8%,45%,42%,1,80%,88%,93%,121,214,
10007773,"OPEN UNIVERSITY(THE)","(L3.25) Chemistry","First degree","Q6",1%,3%,8%,39%,50%,3,81%,89%,94%,119,214,
10007773,"OPEN UNIVERSITY(THE)","(L3.25) Chemistry","First degree","Q7",2%,1%,8%,36%,54%,4,82%,90%,94%,118,214,
10007773,"OPEN UNIVERSITY(THE)","(L3.25) Chemistry","First degree","Q8",0%,2%,3%,33%,62%,5,88%,95%,98%,117,214,
10007773,"OPEN UNIVERSITY(THE)","(L3.25) Chemistry","First degree","Q9",1%,3%,6%,40%,50%,6,82%,90%,94%,116,214,
10007773,"OPEN UNIVERSITY(THE)","(L3.25) Chemistry","First degree","Q10",2%,2%,10%,40%,46%,1,78%,86%,91%,121,214,
10007773,"OPEN UNIVERSITY(THE)","(L3.25) Chemistry","First degree","Q11",0%,2%,8%,35%,55%,2,82%,90%,95%,120,214,
10007773,"OPEN UNIVERSITY(THE)","(L3.25) Chemistry","First degree","Q12",2%,3%,11%,44%,40%,14,75%,84%,90%,108,214,
10007773,"OPEN UNIVERSITY(THE)","(L3.25) Chemistry","First degree","Q13",5%,6%,10%,44%,35%,4,70%,79%,86%,118,214,
10007773,"OPEN UNIVERSITY(THE)","(L3.25) Chemistry","First degree","Q14",3%,4%,5%,39%,50%,9,80%,88%,94%,113,214,
10007773,"OPEN UNIVERSITY(THE)","(L3.25) Chemistry","First degree","Q15",2%,4%,11%,39%,43%,0,73%,82%,88%,122,214,
10007773,"OPEN UNIVERSITY(THE)","(L3.25) Chemistry","First degree","Q16",1%,2%,15%,37%,45%,9,73%,82%,89%,113,214,
10007773,"OPEN UNIVERSITY(THE)","(L3.25) Chemistry","First degree","Q17",1%,2%,6%,39%,53%,13,84%,92%,96%,109,214,
10007773,"OPEN UNIVERSITY(THE)","(L3.25) Chemistry","First degree","Q18",1%,8%,28%,38%,25%,50,50%,63%,74%,72,214,
10007773,"OPEN UNIVERSITY(THE)","(L3.25) Chemistry","First degree","Q19",2%,4%,22%,41%,32%,6,63%,72%,80%,116,214,
10007773,"OPEN UNIVERSITY(THE)","(L3.25) Chemistry","First degree","Q20",0%,3%,21%,38%,38%,5,67%,76%,84%,117,214,
10007773,"OPEN UNIVERSITY(THE)","(L3.25) Chemistry","First degree","Q21",1%,2%,21%,39%,37%,1,67%,76%,83%,121,214,
10007773,"OPEN UNIVERSITY(THE)","(L3.25) Chemistry","First degree","Q22",2%,1%,2%,35%,60%,0,89%,95%,98%,122,214,
10007773,"OPEN UNIVERSITY(THE)","(L3.26) Physics and Astronomy","First degree","Q1",1%,2%,6%,47%,44%,30,86%,91%,94%,216,426,
10007773,"OPEN UNIVERSITY(THE)","(L3.26) Physics and Astronomy","First degree","Q2",0%,1%,9%,43%,46%,24,84%,90%,93%,222,426,
10007773,"OPEN UNIVERSITY(THE)","(L3.26) Physics and Astronomy","First degree","Q3",0%,0%,9%,31%,60%,22,86%,91%,94%,224,426,
10007773,"OPEN UNIVERSITY(THE)","(L3.26) Physics and Astronomy","First degree","Q4",0%,0%,1%,17%,81%,0,96%,99%,100%,246,426,
10007773,"OPEN UNIVERSITY(THE)","(L3.26) Physics and Astronomy","First degree","Q5",2%,3%,6%,39%,50%,3,84%,89%,93%,243,426,
10007773,"OPEN UNIVERSITY(THE)","(L3.26) Physics and Astronomy","First degree","Q6",1%,2%,3%,27%,67%,4,90%,94%,97%,242,426,
10007773,"OPEN UNIVERSITY(THE)","(L3.26) Physics and Astronomy","First degree","Q7",2%,2%,6%,41%,49%,4,86%,90%,94%,242,426,
10007773,"OPEN UNIVERSITY(THE)","(L3.26) Physics and Astronomy","First degree","Q8",0%,0%,8%,27%,65%,5,87%,92%,95%,241,426,
10007773,"OPEN UNIVERSITY(THE)","(L3.26) Physics and Astronomy","First degree","Q9",0%,4%,10%,41%,44%,8,80%,85%,90%,238,426,
10007773,"OPEN UNIVERSITY(THE)","(L3.26) Physics and Astronomy","First degree","Q10",3%,3%,11%,39%,44%,6,77%,83%,88%,240,426,
10007773,"OPEN UNIVERSITY(THE)","(L3.26) Physics and Astronomy","First degree","Q11",1%,4%,7%,35%,54%,9,83%,89%,92%,237,426,
10007773,"OPEN UNIVERSITY(THE)","(L3.26) Physics and Astronomy","First degree","Q12",4%,5%,18%,37%,36%,33,66%,73%,79%,213,426,
10007773,"OPEN UNIVERSITY(THE)","(L3.26) Physics and Astronomy","First degree","Q13",1%,4%,10%,43%,42%,17,79%,85%,89%,229,426,
10007773,"OPEN UNIVERSITY(THE)","(L3.26) Physics and Astronomy","First degree","Q14",0%,3%,10%,36%,50%,34,80%,86%,90%,212,426,
10007773,"OPEN UNIVERSITY(THE)","(L3.26) Physics and Astronomy","First degree","Q15",0%,2%,4%,35%,59%,1,89%,93%,96%,245,426,
10007773,"OPEN UNIVERSITY(THE)","(L3.26) Physics and Astronomy","First degree","Q16",0%,3%,20%,39%,38%,54,69%,77%,83%,192,426,
10007773,"OPEN UNIVERSITY(THE)","(L3.26) Physics and Astronomy","First degree","Q17",0%,2%,15%,35%,48%,44,76%,83%,88%,202,426,
10007773,"OPEN UNIVERSITY(THE)","(L3.26) Physics and Astronomy","First degree","Q18",1%,8%,37%,24%,30%,143,44%,54%,65%,103,426,
10007773,"OPEN UNIVERSITY(THE)","(L3.26) Physics and Astronomy","First degree","Q19",2%,5%,27%,35%,31%,26,59%,66%,72%,220,426,
10007773,"OPEN UNIVERSITY(THE)","(L3.26) Physics and Astronomy","First degree","Q20",1%,7%,33%,30%,29%,21,52%,59%,66%,225,426,
10007773,"OPEN UNIVERSITY(THE)","(L3.26) Physics and Astronomy","First degree","Q21",2%,4%,22%,36%,36%,12,65%,72%,78%,234,426,
10007773,"OPEN UNIVERSITY(THE)","(L3.26) Physics and Astronomy","First degree","Q22",1%,1%,3%,31%,63%,1,90%,94%,97%,245,426,
10007773,"OPEN UNIVERSITY(THE)","(L3.28) Geology","First degree","Q1",0%,3%,5%,44%,47%,10,87%,92%,95%,227,410,
10007773,"OPEN UNIVERSITY(THE)","(L3.28) Geology","First degree","Q2",1%,3%,8%,37%,51%,12,83%,88%,92%,225,410,
10007773,"OPEN UNIVERSITY(THE)","(L3.28) Geology","First degree","Q3",0%,2%,6%,31%,61%,12,87%,92%,95%,225,410,
10007773,"OPEN UNIVERSITY(THE)","(L3.28) Geology","First degree","Q4",0%,2%,2%,16%,80%,1,92%,96%,98%,236,410,
10007773,"OPEN UNIVERSITY(THE)","(L3.28) Geology","First degree","Q5",3%,4%,7%,43%,43%,2,80%,86%,90%,235,410,
10007773,"OPEN UNIVERSITY(THE)","(L3.28) Geology","First degree","Q6",1%,3%,6%,38%,52%,3,85%,90%,94%,234,410,
10007773,"OPEN UNIVERSITY(THE)","(L3.28) Geology","First degree","Q7",2%,2%,7%,42%,47%,6,83%,89%,93%,231,410,
10007773,"OPEN UNIVERSITY(THE)","(L3.28) Geology","First degree","Q8",0%,3%,3%,35%,59%,8,90%,94%,97%,229,410,
10007773,"OPEN UNIVERSITY(THE)","(L3.28) Geology","First degree","Q9",1%,4%,10%,44%,41%,10,80%,86%,90%,227,410,
10007773,"OPEN UNIVERSITY(THE)","(L3.28) Geology","First degree","Q10",1%,3%,8%,43%,45%,5,83%,88%,92%,232,410,
10007773,"OPEN UNIVERSITY(THE)","(L3.28) Geology","First degree","Q11",0%,3%,4%,38%,55%,4,88%,93%,96%,233,410,
10007773,"OPEN UNIVERSITY(THE)","(L3.28) Geology","First degree","Q12",1%,3%,16%,44%,37%,37,74%,81%,86%,200,410,
10007773,"OPEN UNIVERSITY(THE)","(L3.28) Geology","First degree","Q13",2%,5%,7%,41%,45%,10,80%,86%,90%,227,410,
10007773,"OPEN UNIVERSITY(THE)","(L3.28) Geology","First degree","Q14",1%,2%,11%,39%,46%,32,79%,85%,90%,205,410,
10007773,"OPEN UNIVERSITY(THE)","(L3.28) Geology","First degree","Q15",0%,2%,8%,37%,53%,2,85%,90%,93%,235,410,
10007773,"OPEN UNIVERSITY(THE)","(L3.28) Geology","First degree","Q16",1%,2%,16%,34%,47%,32,74%,81%,86%,205,410,
10007773,"OPEN UNIVERSITY(THE)","(L3.28) Geology","First degree","Q17",2%,3%,10%,32%,54%,41,79%,86%,90%,196,410,
10007773,"OPEN UNIVERSITY(THE)","(L3.28) Geology","First degree","Q18",4%,4%,31%,25%,37%,123,52%,62%,71%,114,410,
10007773,"OPEN UNIVERSITY(THE)","(L3.28) Geology","First degree","Q19",2%,3%,26%,37%,33%,11,62%,69%,76%,226,410,
10007773,"OPEN UNIVERSITY(THE)","(L3.28) Geology","First degree","Q20",1%,2%,27%,33%,37%,10,62%,69%,75%,227,410,
10007773,"OPEN UNIVERSITY(THE)","(L3.28) Geology","First degree","Q21",1%,3%,19%,45%,32%,6,71%,77%,82%,231,410,
10007773,"OPEN UNIVERSITY(THE)","(L3.28) Geology","First degree","Q22",0%,3%,2%,28%,67%,1,91%,95%,98%,236,410,
10007773,"OPEN UNIVERSITY(THE)","(L3.28) Geology","Other undergraduate","Q1",0%,0%,3%,55%,41%,2,81%,97%,99%,29,45,
10007773,"OPEN UNIVERSITY(THE)","(L3.28) Geology","Other undergraduate","Q2",0%,0%,3%,48%,48%,2,81%,97%,99%,29,45,
10007773,"OPEN UNIVERSITY(THE)","(L3.28) Geology","Other undergraduate","Q3",0%,0%,7%,31%,62%,2,76%,93%,98%,29,45,
10007773,"OPEN UNIVERSITY(THE)","(L3.28) Geology","Other undergraduate","Q4",0%,0%,3%,23%,74%,0,82%,97%,100%,31,45,
10007773,"OPEN UNIVERSITY(THE)","(L3.28) Geology","Other undergraduate","Q5",0%,7%,7%,47%,40%,1,68%,87%,95%,30,45,
10007773,"OPEN UNIVERSITY(THE)","(L3.28) Geology","Other undergraduate","Q6",0%,0%,7%,40%,53%,1,77%,93%,98%,30,45,
10007773,"OPEN UNIVERSITY(THE)","(L3.28) Geology","Other undergraduate","Q7",0%,0%,3%,41%,55%,2,81%,97%,99%,29,45,
10007773,"OPEN UNIVERSITY(THE)","(L3.28) Geology","Other undergraduate","Q8",0%,0%,7%,40%,53%,1,77%,93%,98%,30,45,
10007773,"OPEN UNIVERSITY(THE)","(L3.28) Geology","Other undergraduate","Q9",0%,0%,10%,37%,53%,1,72%,90%,97%,30,45,
10007773,"OPEN UNIVERSITY(THE)","(L3.28) Geology","Other undergraduate","Q10",0%,7%,3%,45%,45%,2,71%,90%,97%,29,45,
10007773,"OPEN UNIVERSITY(THE)","(L3.28) Geology","Other undergraduate","Q11",0%,3%,7%,41%,48%,2,71%,90%,97%,29,45,
10007773,"OPEN UNIVERSITY(THE)","(L3.28) Geology","Other undergraduate","Q12",0%,11%,18%,39%,32%,3,51%,71%,86%,28,45,
10007773,"OPEN UNIVERSITY(THE)","(L3.28) Geology","Other undergraduate","Q13",0%,4%,14%,39%,43%,3,62%,82%,93%,28,45,
10007773,"OPEN UNIVERSITY(THE)","(L3.28) Geology","Other undergraduate","Q14",0%,0%,17%,45%,38%,2,63%,83%,93%,29,45,
10007773,"OPEN UNIVERSITY(THE)","(L3.28) Geology","Other undergraduate","Q15",0%,3%,10%,52%,35%,0,69%,87%,95%,31,45,
10007773,"OPEN UNIVERSITY(THE)","(L3.28) Geology","Other undergraduate","Q16",0%,0%,20%,24%,56%,6,59%,80%,92%,25,45,
10007773,"OPEN UNIVERSITY(THE)","(L3.28) Geology","Other undergraduate","Q17",0%,4%,30%,30%,35%,8,43%,65%,82%,23,45,
10007773,"OPEN UNIVERSITY(THE)","(L3.28) Geology","Other undergraduate","Q18",7%,0%,47%,40%,7%,16,23%,47%,72%,15,45,
10007773,"OPEN UNIVERSITY(THE)","(L3.28) Geology","Other undergraduate","Q19",0%,0%,28%,48%,24%,2,52%,72%,86%,29,45,
10007773,"OPEN UNIVERSITY(THE)","(L3.28) Geology","Other undergraduate","Q20",0%,0%,26%,48%,26%,0,55%,74%,87%,31,45,
10007773,"OPEN UNIVERSITY(THE)","(L3.28) Geology","Other undergraduate","Q21",0%,0%,35%,35%,29%,0,45%,65%,80%,31,45,
10007773,"OPEN UNIVERSITY(THE)","(L3.28) Geology","Other undergraduate","Q22",0%,0%,0%,35%,65%,0,87%,100%,100%,31,45,
10007773,"OPEN UNIVERSITY(THE)","(L3.30) Others in Physical Sciences","First degree","Q1",0%,1%,8%,57%,34%,13,80%,91%,96%,122,231,
10007773,"OPEN UNIVERSITY(THE)","(L3.30) Others in Physical Sciences","First degree","Q2",1%,2%,10%,49%,39%,16,75%,87%,94%,119,231,
10007773,"OPEN UNIVERSITY(THE)","(L3.30) Others in Physical Sciences","First degree","Q3",0%,1%,6%,44%,49%,13,83%,93%,98%,122,231,
10007773,"OPEN UNIVERSITY(THE)","(L3.30) Others in Physical Sciences","First degree","Q4",0%,1%,4%,24%,72%,0,87%,96%,99%,135,231,
10007773,"OPEN UNIVERSITY(THE)","(L3.30) Others in Physical Sciences","First degree","Q5",2%,2%,12%,35%,50%,2,73%,85%,92%,133,231,
10007773,"OPEN UNIVERSITY(THE)","(L3.30) Others in Physical Sciences","First degree","Q6",1%,2%,7%,37%,54%,4,80%,91%,96%,131,231,
10007773,"OPEN UNIVERSITY(THE)","(L3.30) Others in Physical Sciences","First degree","Q7",2%,2%,12%,37%,47%,2,72%,84%,92%,133,231,
10007773,"OPEN UNIVERSITY(THE)","(L3.30) Others in Physical Sciences","First degree","Q8",0%,6%,4%,38%,52%,3,79%,90%,96%,132,231,
10007773,"OPEN UNIVERSITY(THE)","(L3.30) Others in Physical Sciences","First degree","Q9",1%,3%,14%,47%,35%,4,70%,82%,90%,131,231,
10007773,"OPEN UNIVERSITY(THE)","(L3.30) Others in Physical Sciences","First degree","Q10",0%,4%,15%,42%,39%,1,68%,81%,89%,134,231,
10007773,"OPEN UNIVERSITY(THE)","(L3.30) Others in Physical Sciences","First degree","Q11",1%,3%,12%,35%,49%,1,72%,84%,92%,134,231,
10007773,"OPEN UNIVERSITY(THE)","(L3.30) Others in Physical Sciences","First degree","Q12",1%,7%,18%,37%,37%,9,60%,74%,84%,126,231,
10007773,"OPEN UNIVERSITY(THE)","(L3.30) Others in Physical Sciences","First degree","Q13",2%,5%,9%,53%,32%,6,73%,85%,92%,129,231,
10007773,"OPEN UNIVERSITY(THE)","(L3.30) Others in Physical Sciences","First degree","Q14",0%,3%,13%,40%,44%,16,71%,84%,92%,119,231,
10007773,"OPEN UNIVERSITY(THE)","(L3.30) Others in Physical Sciences","First degree","Q15",0%,3%,7%,43%,47%,3,79%,90%,96%,132,231,
10007773,"OPEN UNIVERSITY(THE)","(L3.30) Others in Physical Sciences","First degree","Q16",0%,1%,9%,42%,47%,17,78%,90%,96%,118,231,
10007773,"OPEN UNIVERSITY(THE)","(L3.30) Others in Physical Sciences","First degree","Q17",1%,2%,11%,39%,48%,12,75%,87%,94%,123,231,
10007773,"OPEN UNIVERSITY(THE)","(L3.30) Others in Physical Sciences","First degree","Q18",0%,4%,24%,41%,31%,64,54%,72%,85%,71,231,
