"UKPRN","Institution","Subject","Level","Mode ","First class honours","Upper second class honours","Lower / undivided second class honours","Other honours / pass","Ordinary degree","Not subject to classification","Two years aggregate data?"
10007793,"UNIVERSITY OF GLAMORGAN (PRIFYSGOL MORGANNWG)","(L3.37) Mechanical, Production and Manufacturing Engineering","First degree","Full-time",17%,22%,30%,24%,7%,0%,"Y"
10007793,"UNIVERSITY OF GLAMORGAN (PRIFYSGOL MORGANNWG)","(L3.37) Mechanical, Production and Manufacturing Engineering","First degree","Part-time",35%,20%,25%,10%,15%,0%,"Y"
10007793,"UNIVERSITY OF GLAMORGAN (PRIFYSGOL MORGANNWG)","(L3.38) Aerospace Engineering","First degree","Full-time",10%,25%,45%,15%,5%,0%,
10007793,"UNIVERSITY OF GLAMORGAN (PRIFYSGOL MORGANNWG)","(L3.40) Electronic and Electrical Engineering","First degree","Full-time",11%,35%,21%,17%,14%,2%,
10007793,"UNIVERSITY OF GLAMORGAN (PRIFYSGOL MORGANNWG)","(L3.40) Electronic and Electrical Engineering","First degree","Part-time",20%,25%,5%,0%,45%,0%,"Y"
10007793,"UNIVERSITY OF GLAMORGAN (PRIFYSGOL MORGANNWG)","(L3.41) Civil Engineering","First degree","Full-time",15%,30%,40%,10%,0%,0%,"Y"
10007793,"UNIVERSITY OF GLAMORGAN (PRIFYSGOL MORGANNWG)","(L3.46) Others in Technology","First degree","Full-time",8%,56%,34%,2%,0%,0%,
10007793,"UNIVERSITY OF GLAMORGAN (PRIFYSGOL MORGANNWG)","(L3.48) Building","First degree","Full-time",10%,30%,39%,20%,0%,0%,"Y"
10007793,"UNIVERSITY OF GLAMORGAN (PRIFYSGOL MORGANNWG)","(L3.48) Building","First degree","Part-time",25%,40%,20%,10%,5%,0%,"Y"
10007793,"UNIVERSITY OF GLAMORGAN (PRIFYSGOL MORGANNWG)","(L3.54) Sociology","First degree","Full-time",10%,45%,40%,5%,0%,0%,
10007793,"UNIVERSITY OF GLAMORGAN (PRIFYSGOL MORGANNWG)","(L3.57) Others in Social studies","First degree","Full-time",5%,30%,55%,10%,0%,0%,
10007793,"UNIVERSITY OF GLAMORGAN (PRIFYSGOL MORGANNWG)","(L3.58) Social Work","First degree","Full-time",5%,30%,55%,10%,0%,0%,"Y"
10007793,"UNIVERSITY OF GLAMORGAN (PRIFYSGOL MORGANNWG)","(L3.60) Law","First degree","Full-time",10%,32%,44%,10%,5%,0%,
10007793,"UNIVERSITY OF GLAMORGAN (PRIFYSGOL MORGANNWG)","(L3.61) Business studies","First degree","Full-time",3%,23%,49%,24%,2%,0%,
10007793,"UNIVERSITY OF GLAMORGAN (PRIFYSGOL MORGANNWG)","(L3.61) Business studies","First degree","Part-time",40%,50%,5%,0%,0%,0%,"Y"
10007793,"UNIVERSITY OF GLAMORGAN (PRIFYSGOL MORGANNWG)","(L3.62) Marketing","First degree","Full-time",20%,45%,30%,5%,0%,0%,
10007793,"UNIVERSITY OF GLAMORGAN (PRIFYSGOL MORGANNWG)","(L3.63) Management studies","First degree","Full-time",1%,37%,47%,12%,2%,0%,
10007793,"UNIVERSITY OF GLAMORGAN (PRIFYSGOL MORGANNWG)","(L3.63) Management studies","First degree","Part-time",25%,30%,10%,10%,25%,0%,"Y"
10007793,"UNIVERSITY OF GLAMORGAN (PRIFYSGOL MORGANNWG)","(L3.64) Human Resource Management","First degree","Full-time",15%,40%,40%,5%,0%,0%,"Y"
10007793,"UNIVERSITY OF GLAMORGAN (PRIFYSGOL MORGANNWG)","(L3.66) Accounting","First degree","Full-time",35%,30%,25%,10%,0%,0%,
10007793,"UNIVERSITY OF GLAMORGAN (PRIFYSGOL MORGANNWG)","(L3.67) Tourism, Transport and Travel","First degree","Full-time",10%,40%,50%,5%,0%,0%,"Y"
10007793,"UNIVERSITY OF GLAMORGAN (PRIFYSGOL MORGANNWG)","(L3.69) Media studies","First degree","Full-time",9%,44%,38%,9%,0%,0%,
10007793,"UNIVERSITY OF GLAMORGAN (PRIFYSGOL MORGANNWG)","(L3.73) Journalism","First degree","Full-time",5%,60%,35%,0%,0%,0%,"Y"
10007793,"UNIVERSITY OF GLAMORGAN (PRIFYSGOL MORGANNWG)","(L3.75) English studies","First degree","Full-time",10%,60%,25%,0%,0%,0%,
10007793,"UNIVERSITY OF GLAMORGAN (PRIFYSGOL MORGANNWG)","(L3.90) History","First degree","Full-time",10%,35%,35%,15%,0%,0%,
10007793,"UNIVERSITY OF GLAMORGAN (PRIFYSGOL MORGANNWG)","(L3.95) Fine Art","First degree","Full-time",10%,45%,40%,5%,0%,0%,"Y"
10007793,"UNIVERSITY OF GLAMORGAN (PRIFYSGOL MORGANNWG)","(L3.96) Design studies","First degree","Full-time",25%,55%,15%,5%,0%,0%,
10007793,"UNIVERSITY OF GLAMORGAN (PRIFYSGOL MORGANNWG)","(L3.97) Music","First degree","Full-time",13%,57%,26%,4%,0%,0%,
10007793,"UNIVERSITY OF GLAMORGAN (PRIFYSGOL MORGANNWG)","(L3.98) Drama","First degree","Full-time",11%,72%,15%,2%,0%,0%,
10007793,"UNIVERSITY OF GLAMORGAN (PRIFYSGOL MORGANNWG)","(L3.100) Cinematics and Photography","First degree","Full-time",20%,50%,20%,10%,0%,0%,
10007793,"UNIVERSITY OF GLAMORGAN (PRIFYSGOL MORGANNWG)","(L3.101) Imaginative Writing","First degree","Full-time",20%,60%,20%,5%,0%,0%,
10007793,"UNIVERSITY OF GLAMORGAN (PRIFYSGOL MORGANNWG)","(L3.107) Combined","First degree","Full-time",5%,35%,40%,5%,15%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.01) Medicine","First degree","Full-time",0%,0%,0%,0%,0%,100%,
10007795,"UNIVERSITY OF LEEDS","(L3.02) Dentistry","First degree","Full-time",0%,0%,0%,0%,0%,100%,
10007795,"UNIVERSITY OF LEEDS","(L3.03) Anatomy, Physiology and Pathology","First degree","Full-time",22%,55%,20%,1%,1%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.04) Pharmacology, Toxicology and Pharmacy","First degree","Full-time",45%,35%,15%,5%,0%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.05) Nursing","First degree","Full-time",15%,35%,41%,10%,0%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.05) Nursing","First degree","Part-time",4%,38%,42%,16%,0%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.07) Nutrition","First degree","Full-time",15%,55%,25%,5%,0%,0%,"Y"
10007795,"UNIVERSITY OF LEEDS","(L3.09) Aural and Oral Sciences","First degree","Full-time",5%,35%,50%,5%,0%,0%,"Y"
10007795,"UNIVERSITY OF LEEDS","(L3.10) Medical Technology","First degree","Full-time",18%,26%,42%,14%,0%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.12) Biology","First degree","Full-time",8%,47%,38%,4%,3%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.13) Zoology","First degree","Full-time",15%,50%,35%,0%,0%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.14) Genetics","First degree","Full-time",30%,35%,20%,5%,15%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.15) Microbiology","First degree","Full-time",20%,35%,45%,5%,0%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.16) Molecular Biology, Biophysics and Biochemistry","First degree","Full-time",13%,33%,45%,5%,5%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.18) Sports Science","First degree","Full-time",8%,60%,29%,2%,1%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.19) Psychology","First degree","Full-time",21%,71%,8%,0%,0%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.23) Food and Beverage studies","First degree","Full-time",10%,60%,25%,5%,0%,0%,"Y"
10007795,"UNIVERSITY OF LEEDS","(L3.25) Chemistry","First degree","Full-time",23%,28%,31%,12%,6%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.26) Physics and Astronomy","First degree","Full-time",30%,33%,21%,7%,9%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.28) Geology","First degree","Full-time",16%,46%,36%,2%,0%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.30) Others in Physical Sciences","First degree","Full-time",20%,45%,30%,5%,0%,0%,"Y"
10007795,"UNIVERSITY OF LEEDS","(L3.31) Physical Geography and Environmental Science","First degree","Full-time",11%,60%,26%,1%,2%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.32) Mathematics and Statistics","First degree","Full-time",29%,32%,25%,11%,3%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.35) Computer Science","First degree","Full-time",15%,40%,33%,9%,3%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.36) General Engineering","First degree","Full-time",10%,30%,35%,20%,0%,0%,"Y"
10007795,"UNIVERSITY OF LEEDS","(L3.37) Mechanical, Production and Manufacturing Engineering","First degree","Full-time",28%,42%,21%,8%,3%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.38) Aerospace Engineering","First degree","Full-time",26%,46%,21%,2%,5%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.40) Electronic and Electrical Engineering","First degree","Full-time",21%,38%,27%,8%,5%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.41) Civil Engineering","First degree","Full-time",31%,39%,20%,5%,5%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.42) Chemical, Process and Energy Engineering","First degree","Full-time",35%,15%,25%,20%,5%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.44) Materials and Minerals Technology","First degree","Full-time",30%,45%,15%,5%,5%,0%,"Y"
10007795,"UNIVERSITY OF LEEDS","(L3.44) Materials and Minerals Technology","First degree","Part-time",15%,25%,60%,5%,0%,0%,"Y"
10007795,"UNIVERSITY OF LEEDS","(L3.52) Economics","First degree","Full-time",20%,58%,19%,3%,0%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.53) Politics","First degree","Full-time",11%,68%,20%,1%,0%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.54) Sociology","First degree","Full-time",12%,67%,19%,1%,1%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.55) Social Policy","First degree","Full-time",20%,60%,20%,0%,0%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.57) Others in Social studies","First degree","Full-time",20%,60%,25%,0%,0%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.58) Social Work","First degree","Full-time",14%,55%,30%,2%,0%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.58) Social Work","First degree","Part-time",10%,40%,50%,5%,0%,0%,"Y"
10007795,"UNIVERSITY OF LEEDS","(L3.59) Human and Social Geography","First degree","Full-time",14%,69%,16%,1%,0%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.60) Law","First degree","Full-time",7%,68%,25%,0%,0%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.61) Business studies","First degree","Full-time",15%,60%,20%,5%,0%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.63) Management studies","First degree","Full-time",17%,60%,22%,1%,0%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.64) Human Resource Management","First degree","Full-time",5%,70%,20%,5%,0%,0%,"Y"
10007795,"UNIVERSITY OF LEEDS","(L3.65) Finance","First degree","Full-time",15%,45%,30%,10%,0%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.66) Accounting","First degree","Full-time",15%,50%,30%,5%,0%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.69) Media studies","First degree","Full-time",9%,72%,19%,0%,0%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.71) Publicity studies","First degree","Full-time",10%,65%,21%,2%,1%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.73) Journalism","First degree","Full-time",5%,65%,30%,0%,0%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.74) Others in Mass Communications and Documentation","First degree","Full-time",5%,65%,25%,0%,0%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.75) English studies","First degree","Full-time",16%,75%,8%,0%,0%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.78) Classics","First degree","Full-time",5%,55%,35%,4%,1%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.79) French studies","First degree","Full-time",16%,68%,15%,0%,0%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.80) German and Scandinavian studies","First degree","Full-time",20%,50%,30%,0%,0%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.81) Italian studies","First degree","Full-time",15%,65%,20%,0%,0%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.82) Iberian studies","First degree","Full-time",12%,73%,15%,1%,0%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.83) Others in European Languages and Area studies","First degree","Full-time",15%,65%,20%,5%,0%,0%,"Y"
10007795,"UNIVERSITY OF LEEDS","(L3.84) Linguistics","First degree","Full-time",15%,40%,40%,5%,0%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.87) Asian studies","First degree","Full-time",12%,52%,33%,0%,3%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.88) African and Modern Middle Eastern studies","First degree","Full-time",30%,60%,5%,5%,0%,0%,"Y"
10007795,"UNIVERSITY OF LEEDS","(L3.90) History","First degree","Full-time",19%,70%,11%,0%,0%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.92) Others in Historical and Philosophical studies","First degree","Full-time",20%,70%,10%,0%,0%,0%,"Y"
10007795,"UNIVERSITY OF LEEDS","(L3.93) Philosophy","First degree","Full-time",13%,59%,27%,1%,0%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.94) Theology and Religious studies","First degree","Full-time",12%,61%,23%,0%,3%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.95) Fine Art","First degree","Full-time",18%,58%,23%,2%,0%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.96) Design studies","First degree","Full-time",16%,61%,22%,1%,1%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.97) Music","First degree","Full-time",26%,58%,16%,0%,0%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.98) Drama","First degree","Full-time",12%,76%,9%,1%,2%,0%,
10007795,"UNIVERSITY OF LEEDS","(L3.99) Dance","First degree","Full-time",5%,75%,20%,0%,0%,0%,"Y"
10007795,"UNIVERSITY OF LEEDS","(L3.100) Cinematics and Photography","First degree","Full-time",10%,70%,20%,0%,0%,0%,"Y"
10007795,"UNIVERSITY OF LEEDS","(L3.101) Imaginative Writing","First degree","Full-time",15%,70%,5%,5%,5%,0%,"Y"
10007795,"UNIVERSITY OF LEEDS","(L3.105) Academic studies in Education","First degree","Full-time",10%,55%,30%,0%,0%,0%,"Y"
10007795,"UNIVERSITY OF LEEDS","(L3.105) Academic studies in Education","First degree","Part-time",20%,40%,35%,5%,0%,0%,
10007796,"UNIVERSITY OF LEICESTER","(L3.01) Medicine","First degree","Full-time",2%,3%,1%,0%,0%,95%,
10007796,"UNIVERSITY OF LEICESTER","(L3.03) Anatomy, Physiology and Pathology","First degree","Full-time",10%,45%,40%,0%,0%,0%,
10007796,"UNIVERSITY OF LEICESTER","(L3.12) Biology","First degree","Full-time",15%,70%,10%,5%,0%,0%,
10007796,"UNIVERSITY OF LEICESTER","(L3.14) Genetics","First degree","Full-time",10%,45%,40%,0%,0%,0%,
10007796,"UNIVERSITY OF LEICESTER","(L3.16) Molecular Biology, Biophysics and Biochemistry","First degree","Full-time",25%,55%,20%,0%,0%,0%,
10007796,"UNIVERSITY OF LEICESTER","(L3.17) Others in Biological Sciences","First degree","Full-time",65%,40%,0%,0%,0%,0%,"Y"
10007796,"UNIVERSITY OF LEICESTER","(L3.19) Psychology","First degree","Full-time",17%,74%,8%,0%,0%,0%,
10007796,"UNIVERSITY OF LEICESTER","(L3.25) Chemistry","First degree","Full-time",20%,40%,35%,10%,0%,0%,
10007796,"UNIVERSITY OF LEICESTER","(L3.26) Physics and Astronomy","First degree","Full-time",23%,43%,30%,4%,0%,0%,
10007796,"UNIVERSITY OF LEICESTER","(L3.28) Geology","First degree","Full-time",25%,35%,30%,10%,0%,0%,
10007796,"UNIVERSITY OF LEICESTER","(L3.31) Physical Geography and Environmental Science","First degree","Full-time",20%,40%,30%,10%,0%,0%,"Y"
10007796,"UNIVERSITY OF LEICESTER","(L3.32) Mathematics and Statistics","First degree","Full-time",30%,40%,10%,20%,0%,0%,
10007796,"UNIVERSITY OF LEICESTER","(L3.35) Computer Science","First degree","Full-time",50%,30%,15%,10%,0%,0%,
10007796,"UNIVERSITY OF LEICESTER","(L3.37) Mechanical, Production and Manufacturing Engineering","First degree","Full-time",30%,30%,20%,20%,0%,0%,"Y"
10007796,"UNIVERSITY OF LEICESTER","(L3.40) Electronic and Electrical Engineering","First degree","Full-time",30%,25%,25%,20%,0%,0%,"Y"
10007796,"UNIVERSITY OF LEICESTER","(L3.52) Economics","First degree","Full-time",21%,40%,34%,5%,0%,0%,
10007796,"UNIVERSITY OF LEICESTER","(L3.53) Politics","First degree","Full-time",15%,68%,13%,4%,0%,0%,
10007796,"UNIVERSITY OF LEICESTER","(L3.55) Social Policy","First degree","Full-time",8%,51%,30%,11%,0%,0%,
10007796,"UNIVERSITY OF LEICESTER","(L3.57) Others in Social studies","First degree","Full-time",5%,50%,30%,10%,0%,0%,
10007796,"UNIVERSITY OF LEICESTER","(L3.59) Human and Social Geography","First degree","Full-time",10%,80%,10%,0%,0%,0%,
10007796,"UNIVERSITY OF LEICESTER","(L3.60) Law","First degree","Full-time",8%,59%,31%,2%,0%,0%,
10007796,"UNIVERSITY OF LEICESTER","(L3.63) Management studies","First degree","Full-time",7%,56%,32%,4%,0%,0%,
10007796,"UNIVERSITY OF LEICESTER","(L3.69) Media studies","First degree","Full-time",15%,70%,15%,0%,0%,0%,
10007796,"UNIVERSITY OF LEICESTER","(L3.75) English studies","First degree","Full-time",7%,69%,22%,2%,0%,0%,
10007796,"UNIVERSITY OF LEICESTER","(L3.76) American and Australasian studies","First degree","Full-time",5%,90%,10%,0%,0%,0%,
10007796,"UNIVERSITY OF LEICESTER","(L3.79) French studies","First degree","Full-time",5%,55%,35%,5%,0%,0%,"Y"
10007796,"UNIVERSITY OF LEICESTER","(L3.90) History","First degree","Full-time",13%,69%,19%,0%,0%,0%,
10007796,"UNIVERSITY OF LEICESTER","(L3.91) Archaeology","First degree","Full-time",10%,60%,30%,0%,0%,0%,
10007796,"UNIVERSITY OF LEICESTER","(L3.92) Others in Historical and Philosophical studies","First degree","Full-time",5%,75%,25%,0%,0%,0%,
10007796,"UNIVERSITY OF LEICESTER","(L3.92) Others in Historical and Philosophical studies","First degree","Part-time",10%,70%,20%,0%,0%,0%,"Y"
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.01) Medicine","First degree","Full-time",0%,0%,0%,3%,0%,98%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.02) Dentistry","First degree","Full-time",0%,0%,0%,95%,0%,5%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.03) Anatomy, Physiology and Pathology","First degree","Full-time",24%,54%,18%,4%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.04) Pharmacology, Toxicology and Pharmacy","First degree","Full-time",24%,47%,26%,4%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.05) Nursing","First degree","Full-time",15%,47%,26%,6%,0%,6%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.05) Nursing","First degree","Part-time",5%,29%,34%,32%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.08) Ophthalmics","First degree","Full-time",10%,40%,45%,5%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.09) Aural and Oral Sciences","First degree","Full-time",7%,63%,24%,6%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.12) Biology","First degree","Full-time",24%,56%,19%,1%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.13) Zoology","First degree","Full-time",10%,70%,20%,0%,0%,0%,"Y"
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.14) Genetics","First degree","Full-time",20%,60%,10%,10%,0%,0%,"Y"
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.15) Microbiology","First degree","Full-time",25%,45%,30%,5%,0%,0%,"Y"
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.16) Molecular Biology, Biophysics and Biochemistry","First degree","Full-time",30%,50%,15%,5%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.17) Others in Biological Sciences","First degree","Full-time",14%,45%,30%,11%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.19) Psychology","First degree","Full-time",14%,68%,15%,2%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.25) Chemistry","First degree","Full-time",25%,40%,20%,15%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.26) Physics and Astronomy","First degree","Full-time",42%,35%,18%,5%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.28) Geology","First degree","Full-time",14%,68%,12%,6%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.30) Others in Physical Sciences","First degree","Full-time",20%,40%,20%,20%,0%,0%,"Y"
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.31) Physical Geography and Environmental Science","First degree","Full-time",18%,61%,19%,2%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.32) Mathematics and Statistics","First degree","Full-time",29%,34%,21%,16%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.35) Computer Science","First degree","Full-time",20%,50%,23%,8%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.37) Mechanical, Production and Manufacturing Engineering","First degree","Full-time",17%,42%,34%,7%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.38) Aerospace Engineering","First degree","Full-time",9%,51%,26%,15%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.40) Electronic and Electrical Engineering","First degree","Full-time",22%,39%,27%,12%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.41) Civil Engineering","First degree","Full-time",9%,31%,45%,15%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.42) Chemical, Process and Energy Engineering","First degree","Full-time",27%,49%,17%,6%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.44) Materials and Minerals Technology","First degree","Full-time",27%,51%,21%,1%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.47) Architecture","First degree","Full-time",15%,50%,30%,0%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.48) Building","First degree","Full-time",15%,50%,30%,0%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.49) Landscape Design","First degree","Full-time",10%,65%,20%,0%,0%,0%,"Y"
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.50) Planning (Urban, Rural and Regional)","First degree","Full-time",5%,69%,22%,4%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.52) Economics","First degree","Full-time",15%,54%,24%,8%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.53) Politics","First degree","Full-time",16%,68%,12%,5%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.54) Sociology","First degree","Full-time",9%,74%,16%,1%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.55) Social Policy","First degree","Full-time",5%,65%,30%,0%,0%,0%,"Y"
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.56) Anthropology","First degree","Full-time",15%,70%,10%,0%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.57) Others in Social studies","First degree","Full-time",5%,67%,24%,4%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.58) Social Work","First degree","Full-time",0%,25%,65%,10%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.59) Human and Social Geography","First degree","Full-time",12%,65%,22%,0%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.60) Law","First degree","Full-time",3%,72%,23%,2%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.61) Business studies","First degree","Full-time",8%,58%,29%,5%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.62) Marketing","First degree","Full-time",10%,70%,20%,0%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.63) Management studies","First degree","Full-time",13%,63%,17%,7%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.65) Finance","First degree","Full-time",11%,51%,32%,7%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.66) Accounting","First degree","Full-time",7%,57%,30%,6%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.67) Tourism, Transport and Travel","First degree","Full-time",0%,45%,40%,10%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.69) Media studies","First degree","Full-time",15%,75%,10%,0%,0%,0%,"Y"
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.75) English studies","First degree","Full-time",13%,72%,14%,1%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.76) American and Australasian studies","First degree","Full-time",0%,65%,30%,5%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.78) Classics","First degree","Full-time",20%,55%,15%,10%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.79) French studies","First degree","Full-time",6%,65%,25%,4%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.80) German and Scandinavian studies","First degree","Full-time",20%,50%,30%,0%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.81) Italian studies","First degree","Full-time",25%,60%,15%,0%,0%,0%,"Y"
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.82) Iberian studies","First degree","Full-time",11%,61%,26%,2%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.83) Others in European Languages and Area studies","First degree","Full-time",20%,60%,20%,0%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.84) Linguistics","First degree","Full-time",11%,71%,17%,2%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.88) African and Modern Middle Eastern studies","First degree","Full-time",25%,50%,25%,0%,0%,0%,"Y"
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.90) History","First degree","Full-time",13%,64%,19%,4%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.91) Archaeology","First degree","Full-time",5%,70%,25%,0%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.93) Philosophy","First degree","Full-time",20%,67%,12%,2%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.94) Theology and Religious studies","First degree","Full-time",14%,60%,24%,1%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.97) Music","First degree","Full-time",25%,65%,10%,0%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.98) Drama","First degree","Full-time",14%,74%,12%,0%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.105) Academic studies in Education","First degree","Full-time",10%,40%,40%,5%,0%,0%,
10007798,"THE UNIVERSITY OF MANCHESTER","(L3.105) Academic studies in Education","First degree","Part-time",5%,45%,30%,20%,0%,0%,"Y"
10007799,"NEWCASTLE UNIVERSITY","(L3.01) Medicine","First degree","Full-time",0%,0%,0%,0%,0%,100%,
10007799,"NEWCASTLE UNIVERSITY","(L3.02) Dentistry","First degree","Full-time",0%,0%,0%,0%,0%,100%,
