"UKPRN","Institution Name","Subject","Full-time","Part-time","Postgraduate","First Degree","Other Undergraduate","Two years aggregate data?"
10007848,"UNIVERSITY OF CHESTER"," (L3.60) Law",96%,4%,0%,100%,0%,
10007848,"UNIVERSITY OF CHESTER"," (L3.61) Business studies",58%,42%,37%,57%,6%,
10007848,"UNIVERSITY OF CHESTER"," (L3.62) Marketing",95%,5%,0%,100%,0%,
10007848,"UNIVERSITY OF CHESTER"," (L3.63) Management studies",32%,68%,52%,17%,30%,
10007848,"UNIVERSITY OF CHESTER"," (L3.67) Tourism, Transport and Travel",86%,14%,0%,90%,10%,
10007848,"UNIVERSITY OF CHESTER"," (L3.68) Others in Business and Administrative studies",0%,100%,60%,0%,40%,"Y"
10007848,"UNIVERSITY OF CHESTER"," (L3.69) Media studies",95%,5%,5%,95%,0%,
10007848,"UNIVERSITY OF CHESTER"," (L3.71) Publicity studies",100%,0%,0%,100%,0%,
10007848,"UNIVERSITY OF CHESTER"," (L3.73) Journalism",94%,6%,0%,100%,0%,
10007848,"UNIVERSITY OF CHESTER"," (L3.75) English studies",98%,2%,1%,99%,0%,
10007848,"UNIVERSITY OF CHESTER"," (L3.79) French studies",90%,10%,0%,90%,10%,
10007848,"UNIVERSITY OF CHESTER"," (L3.80) German and Scandinavian studies",90%,10%,0%,90%,10%,
10007848,"UNIVERSITY OF CHESTER"," (L3.82) Iberian studies",88%,12%,0%,91%,9%,
10007848,"UNIVERSITY OF CHESTER"," (L3.90) History",82%,18%,20%,80%,0%,
10007848,"UNIVERSITY OF CHESTER"," (L3.91) Archaeology",93%,7%,0%,100%,0%,
10007848,"UNIVERSITY OF CHESTER"," (L3.94) Theology and Religious studies",38%,62%,16%,31%,53%,
10007848,"UNIVERSITY OF CHESTER"," (L3.95) Fine Art",82%,18%,15%,85%,0%,
10007848,"UNIVERSITY OF CHESTER"," (L3.96) Design studies",95%,5%,0%,100%,0%,
10007848,"UNIVERSITY OF CHESTER"," (L3.97) Music",100%,0%,0%,100%,0%,
10007848,"UNIVERSITY OF CHESTER"," (L3.98) Drama",92%,8%,7%,93%,0%,
10007848,"UNIVERSITY OF CHESTER"," (L3.99) Dance",98%,2%,0%,100%,0%,
10007848,"UNIVERSITY OF CHESTER"," (L3.100) Cinematics and Photography",94%,6%,0%,100%,0%,
10007848,"UNIVERSITY OF CHESTER"," (L3.101) Imaginative Writing",89%,11%,21%,79%,0%,
10007848,"UNIVERSITY OF CHESTER"," (L3.102) Others in Creative Arts and Design",70%,30%,100%,0%,0%,"Y"
10007848,"UNIVERSITY OF CHESTER"," (L3.103) Teacher Training",0%,100%,100%,0%,0%,
10007848,"UNIVERSITY OF CHESTER"," (L3.104) Research and Study Skills in Education",10%,90%,100%,0%,0%,
10007848,"UNIVERSITY OF CHESTER"," (L3.105) Academic studies in Education",60%,40%,23%,65%,12%,
10007848,"UNIVERSITY OF CHESTER"," (L3.106) Others in Education",0%,100%,88%,0%,12%,
10007848,"UNIVERSITY OF CHESTER"," (L3.107) Combined",0%,100%,64%,9%,27%,
10007848,"UNIVERSITY OF CHESTER"," (L3.108) Initial Teacher Training",98%,2%,40%,60%,0%,
10007849,"UNIVERSITY OF ABERTAY DUNDEE"," (L3.05) Nursing",89%,11%,0%,100%,0%,
10007849,"UNIVERSITY OF ABERTAY DUNDEE"," (L3.11) Others in Subjects allied to Medicine",77%,23%,28%,72%,0%,
10007849,"UNIVERSITY OF ABERTAY DUNDEE"," (L3.12) Biology",95%,5%,0%,10%,90%,
10007849,"UNIVERSITY OF ABERTAY DUNDEE"," (L3.17) Others in Biological Sciences",97%,3%,0%,68%,32%,
10007849,"UNIVERSITY OF ABERTAY DUNDEE"," (L3.18) Sports Science",94%,6%,0%,100%,0%,
10007849,"UNIVERSITY OF ABERTAY DUNDEE"," (L3.19) Psychology",82%,18%,2%,76%,21%,
10007849,"UNIVERSITY OF ABERTAY DUNDEE"," (L3.25) Chemistry",91%,9%,0%,74%,26%,
10007849,"UNIVERSITY OF ABERTAY DUNDEE"," (L3.35) Computer Science",93%,7%,20%,78%,2%,
10007849,"UNIVERSITY OF ABERTAY DUNDEE"," (L3.41) Civil Engineering",89%,11%,20%,68%,12%,
10007849,"UNIVERSITY OF ABERTAY DUNDEE"," (L3.46) Others in Technology",85%,15%,32%,68%,0%,
10007849,"UNIVERSITY OF ABERTAY DUNDEE"," (L3.54) Sociology",97%,3%,0%,100%,0%,
10007849,"UNIVERSITY OF ABERTAY DUNDEE"," (L3.60) Law",97%,3%,0%,100%,0%,
10007849,"UNIVERSITY OF ABERTAY DUNDEE"," (L3.61) Business studies",83%,17%,13%,69%,18%,
10007849,"UNIVERSITY OF ABERTAY DUNDEE"," (L3.63) Management studies",100%,0%,0%,100%,0%,"Y"
10007849,"UNIVERSITY OF ABERTAY DUNDEE"," (L3.66) Accounting",100%,0%,0%,100%,0%,
10007849,"UNIVERSITY OF ABERTAY DUNDEE"," (L3.103) Teacher Training",0%,100%,85%,0%,15%,
10007850,"UNIVERSITY OF BATH"," (L3.01) Medicine",0%,100%,100%,0%,0%,
10007850,"UNIVERSITY OF BATH"," (L3.04) Pharmacology, Toxicology and Pharmacy",77%,23%,28%,72%,0%,
10007850,"UNIVERSITY OF BATH"," (L3.11) Others in Subjects allied to Medicine",15%,85%,100%,0%,0%,
10007850,"UNIVERSITY OF BATH"," (L3.12) Biology",99%,1%,18%,82%,0%,
10007850,"UNIVERSITY OF BATH"," (L3.16) Molecular Biology, Biophysics and Biochemistry",100%,0%,10%,90%,0%,
10007850,"UNIVERSITY OF BATH"," (L3.18) Sports Science",86%,14%,3%,68%,29%,
10007850,"UNIVERSITY OF BATH"," (L3.19) Psychology",98%,2%,7%,93%,0%,
10007850,"UNIVERSITY OF BATH"," (L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects",100%,0%,0%,0%,100%,"Y"
10007850,"UNIVERSITY OF BATH"," (L3.25) Chemistry",100%,0%,21%,79%,0%,
10007850,"UNIVERSITY OF BATH"," (L3.26) Physics and Astronomy",100%,0%,14%,86%,0%,
10007850,"UNIVERSITY OF BATH"," (L3.32) Mathematics and Statistics",100%,0%,6%,94%,0%,
10007850,"UNIVERSITY OF BATH"," (L3.35) Computer Science",73%,27%,37%,59%,4%,
10007850,"UNIVERSITY OF BATH"," (L3.36) General Engineering",95%,5%,100%,0%,0%,
10007850,"UNIVERSITY OF BATH"," (L3.37) Mechanical, Production and Manufacturing Engineering",99%,1%,13%,85%,2%,
10007850,"UNIVERSITY OF BATH"," (L3.38) Aerospace Engineering",100%,0%,0%,100%,0%,
10007850,"UNIVERSITY OF BATH"," (L3.40) Electronic and Electrical Engineering",68%,32%,49%,51%,0%,
10007850,"UNIVERSITY OF BATH"," (L3.41) Civil Engineering",86%,14%,22%,78%,0%,
10007850,"UNIVERSITY OF BATH"," (L3.42) Chemical, Process and Energy Engineering",74%,26%,40%,60%,0%,
10007850,"UNIVERSITY OF BATH"," (L3.44) Materials and Minerals Technology",100%,0%,0%,100%,0%,
10007850,"UNIVERSITY OF BATH"," (L3.47) Architecture",84%,16%,23%,77%,0%,
10007850,"UNIVERSITY OF BATH"," (L3.48) Building",0%,100%,100%,0%,0%,
10007850,"UNIVERSITY OF BATH"," (L3.52) Economics",98%,2%,15%,85%,0%,
10007850,"UNIVERSITY OF BATH"," (L3.53) Politics",99%,1%,6%,94%,0%,
10007850,"UNIVERSITY OF BATH"," (L3.54) Sociology",94%,6%,14%,86%,0%,
10007850,"UNIVERSITY OF BATH"," (L3.55) Social Policy",91%,9%,39%,61%,0%,
10007850,"UNIVERSITY OF BATH"," (L3.58) Social Work",59%,41%,22%,37%,41%,
10007850,"UNIVERSITY OF BATH"," (L3.61) Business studies",77%,23%,37%,60%,3%,
10007850,"UNIVERSITY OF BATH"," (L3.62) Marketing",100%,0%,100%,0%,0%,
10007850,"UNIVERSITY OF BATH"," (L3.63) Management studies",37%,63%,100%,0%,0%,
10007850,"UNIVERSITY OF BATH"," (L3.64) Human Resource Management",0%,100%,0%,0%,100%,
10007850,"UNIVERSITY OF BATH"," (L3.65) Finance",100%,0%,29%,71%,0%,
10007850,"UNIVERSITY OF BATH"," (L3.66) Accounting",100%,0%,27%,73%,0%,
10007850,"UNIVERSITY OF BATH"," (L3.79) French studies",100%,0%,0%,100%,0%,
10007850,"UNIVERSITY OF BATH"," (L3.80) German and Scandinavian studies",100%,0%,0%,100%,0%,
10007850,"UNIVERSITY OF BATH"," (L3.81) Italian studies",100%,0%,0%,100%,0%,
10007850,"UNIVERSITY OF BATH"," (L3.82) Iberian studies",100%,0%,0%,100%,0%,
10007850,"UNIVERSITY OF BATH"," (L3.83) Others in European Languages and Area studies",95%,5%,82%,18%,0%,
10007850,"UNIVERSITY OF BATH"," (L3.86) Others in Linguistics, Classics and related subjects",100%,0%,100%,0%,0%,"Y"
10007850,"UNIVERSITY OF BATH"," (L3.103) Teacher Training",23%,77%,100%,0%,0%,
10007850,"UNIVERSITY OF BATH"," (L3.105) Academic studies in Education",4%,96%,93%,0%,7%,
10007850,"UNIVERSITY OF BATH"," (L3.106) Others in Education",0%,100%,100%,0%,0%,
10007850,"UNIVERSITY OF BATH"," (L3.107) Combined",100%,0%,0%,100%,0%,
10007850,"UNIVERSITY OF BATH"," (L3.108) Initial Teacher Training",100%,0%,100%,0%,0%,
10007851,"UNIVERSITY OF DERBY"," (L3.04) Pharmacology, Toxicology and Pharmacy",1%,99%,47%,0%,53%,
10007851,"UNIVERSITY OF DERBY"," (L3.05) Nursing",85%,15%,5%,17%,78%,
10007851,"UNIVERSITY OF DERBY"," (L3.06) Complementary Medicine",82%,18%,1%,78%,21%,
10007851,"UNIVERSITY OF DERBY"," (L3.10) Medical Technology",58%,42%,0%,96%,4%,
10007851,"UNIVERSITY OF DERBY"," (L3.11) Others in Subjects allied to Medicine",41%,59%,56%,36%,8%,
10007851,"UNIVERSITY OF DERBY"," (L3.12) Biology",95%,5%,1%,99%,0%,
10007851,"UNIVERSITY OF DERBY"," (L3.13) Zoology",98%,2%,0%,100%,0%,
10007851,"UNIVERSITY OF DERBY"," (L3.18) Sports Science",95%,5%,1%,90%,10%,
10007851,"UNIVERSITY OF DERBY"," (L3.19) Psychology",72%,28%,3%,97%,0%,
10007851,"UNIVERSITY OF DERBY"," (L3.23) Food and Beverage studies",90%,10%,0%,45%,55%,
10007851,"UNIVERSITY OF DERBY"," (L3.24) Agriculture and others in Veterinary Sciences, Agriculture and related subjects",60%,40%,0%,60%,40%,"Y"
10007851,"UNIVERSITY OF DERBY"," (L3.27) Forensic and Archaeological Science",94%,6%,1%,99%,0%,
10007851,"UNIVERSITY OF DERBY"," (L3.28) Geology",59%,41%,26%,66%,8%,
10007851,"UNIVERSITY OF DERBY"," (L3.30) Others in Physical Sciences",88%,12%,0%,21%,79%,
10007851,"UNIVERSITY OF DERBY"," (L3.31) Physical Geography and Environmental Science",53%,47%,50%,50%,0%,
10007851,"UNIVERSITY OF DERBY"," (L3.32) Mathematics and Statistics",87%,13%,1%,99%,0%,
10007851,"UNIVERSITY OF DERBY"," (L3.35) Computer Science",85%,15%,13%,82%,5%,
10007851,"UNIVERSITY OF DERBY"," (L3.36) General Engineering",85%,15%,5%,95%,0%,"Y"
10007851,"UNIVERSITY OF DERBY"," (L3.37) Mechanical, Production and Manufacturing Engineering",70%,30%,2%,58%,40%,
10007851,"UNIVERSITY OF DERBY"," (L3.38) Aerospace Engineering",0%,100%,1%,0%,99%,
10007851,"UNIVERSITY OF DERBY"," (L3.40) Electronic and Electrical Engineering",82%,18%,2%,85%,13%,
10007851,"UNIVERSITY OF DERBY"," (L3.41) Civil Engineering",42%,58%,0%,29%,71%,
10007851,"UNIVERSITY OF DERBY"," (L3.44) Materials and Minerals Technology",0%,100%,0%,0%,100%,
10007851,"UNIVERSITY OF DERBY"," (L3.46) Others in Technology",95%,5%,0%,100%,0%,
10007851,"UNIVERSITY OF DERBY"," (L3.47) Architecture",72%,28%,0%,86%,14%,
10007851,"UNIVERSITY OF DERBY"," (L3.48) Building",58%,42%,2%,60%,37%,
10007851,"UNIVERSITY OF DERBY"," (L3.50) Planning (Urban, Rural and Regional)",63%,37%,0%,8%,92%,
10007851,"UNIVERSITY OF DERBY"," (L3.52) Economics",90%,10%,5%,95%,0%,
10007851,"UNIVERSITY OF DERBY"," (L3.54) Sociology",89%,11%,3%,97%,0%,
10007851,"UNIVERSITY OF DERBY"," (L3.55) Social Policy",100%,0%,0%,45%,55%,
10007851,"UNIVERSITY OF DERBY"," (L3.57) Others in Social studies",90%,10%,4%,46%,49%,
10007851,"UNIVERSITY OF DERBY"," (L3.58) Social Work",56%,44%,2%,55%,43%,
10007851,"UNIVERSITY OF DERBY"," (L3.60) Law",90%,10%,10%,90%,0%,
10007851,"UNIVERSITY OF DERBY"," (L3.61) Business studies",59%,41%,3%,75%,23%,
10007851,"UNIVERSITY OF DERBY"," (L3.62) Marketing",54%,46%,23%,44%,33%,
10007851,"UNIVERSITY OF DERBY"," (L3.63) Management studies",53%,47%,37%,36%,27%,
10007851,"UNIVERSITY OF DERBY"," (L3.64) Human Resource Management",44%,56%,61%,34%,5%,
10007851,"UNIVERSITY OF DERBY"," (L3.65) Finance",70%,30%,70%,30%,0%,
10007851,"UNIVERSITY OF DERBY"," (L3.66) Accounting",60%,40%,16%,64%,20%,
10007851,"UNIVERSITY OF DERBY"," (L3.67) Tourism, Transport and Travel",74%,26%,13%,63%,24%,
10007851,"UNIVERSITY OF DERBY"," (L3.68) Others in Business and Administrative studies",65%,35%,30%,45%,30%,
10007851,"UNIVERSITY OF DERBY"," (L3.69) Media studies",96%,4%,0%,95%,5%,
10007851,"UNIVERSITY OF DERBY"," (L3.75) English studies",91%,9%,2%,98%,0%,
10007851,"UNIVERSITY OF DERBY"," (L3.76) American and Australasian studies",92%,8%,2%,98%,0%,
10007851,"UNIVERSITY OF DERBY"," (L3.90) History",94%,6%,2%,98%,0%,
10007851,"UNIVERSITY OF DERBY"," (L3.95) Fine Art",80%,20%,2%,98%,0%,
10007851,"UNIVERSITY OF DERBY"," (L3.96) Design studies",97%,3%,0%,100%,0%,
10007851,"UNIVERSITY OF DERBY"," (L3.97) Music",95%,5%,0%,100%,0%,
10007851,"UNIVERSITY OF DERBY"," (L3.98) Drama",100%,0%,0%,100%,0%,
10007851,"UNIVERSITY OF DERBY"," (L3.99) Dance",90%,10%,0%,100%,0%,"Y"
10007851,"UNIVERSITY OF DERBY"," (L3.100) Cinematics and Photography",93%,7%,0%,84%,16%,
10007851,"UNIVERSITY OF DERBY"," (L3.101) Imaginative Writing",88%,12%,1%,99%,0%,
10007851,"UNIVERSITY OF DERBY"," (L3.102) Others in Creative Arts and Design",75%,25%,36%,64%,0%,
10007851,"UNIVERSITY OF DERBY"," (L3.103) Teacher Training",0%,100%,98%,0%,2%,"Y"
10007851,"UNIVERSITY OF DERBY"," (L3.105) Academic studies in Education",54%,46%,36%,64%,0%,
10007851,"UNIVERSITY OF DERBY"," (L3.106) Others in Education",0%,100%,0%,0%,100%,"Y"
10007851,"UNIVERSITY OF DERBY"," (L3.107) Combined",22%,78%,17%,81%,1%,
10007851,"UNIVERSITY OF DERBY"," (L3.108) Initial Teacher Training",73%,27%,24%,55%,21%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.01) Medicine",99%,1%,4%,95%,1%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.02) Dentistry",99%,1%,6%,94%,0%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.03) Anatomy, Physiology and Pathology",97%,3%,10%,89%,1%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.04) Pharmacology, Toxicology and Pharmacy",97%,3%,2%,98%,0%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.05) Nursing",60%,40%,14%,66%,20%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.10) Medical Technology",30%,70%,80%,20%,0%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.11) Others in Subjects allied to Medicine",11%,89%,94%,6%,0%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.12) Biology",98%,2%,0%,100%,0%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.13) Zoology",98%,2%,0%,100%,0%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.14) Genetics",100%,0%,0%,100%,0%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.15) Microbiology",100%,0%,0%,100%,0%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.16) Molecular Biology, Biophysics and Biochemistry",97%,3%,0%,100%,0%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.17) Others in Biological Sciences",93%,7%,97%,0%,3%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.18) Sports Science",95%,5%,0%,100%,0%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.19) Psychology",88%,12%,19%,81%,0%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.25) Chemistry",95%,5%,0%,100%,0%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.26) Physics and Astronomy",99%,1%,17%,83%,0%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.27) Forensic and Archaeological Science",31%,69%,71%,29%,0%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.31) Physical Geography and Environmental Science",95%,5%,16%,84%,0%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.32) Mathematics and Statistics",100%,0%,10%,90%,0%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.35) Computer Science",89%,11%,27%,68%,5%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.37) Mechanical, Production and Manufacturing Engineering",98%,2%,23%,77%,0%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.40) Electronic and Electrical Engineering",99%,1%,37%,63%,0%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.41) Civil Engineering",98%,2%,31%,69%,0%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.47) Architecture",98%,2%,2%,82%,16%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.50) Planning (Urban, Rural and Regional)",60%,40%,51%,49%,0%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.52) Economics",98%,2%,0%,100%,0%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.53) Politics",98%,2%,2%,98%,0%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.57) Others in Social studies",8%,92%,0%,46%,54%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.58) Social Work",44%,56%,27%,33%,40%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.59) Human and Social Geography",97%,3%,15%,85%,0%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.60) Law",90%,10%,48%,52%,1%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.61) Business studies",97%,3%,55%,45%,0%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.62) Marketing",100%,0%,30%,70%,0%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.65) Finance",100%,0%,56%,44%,0%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.66) Accounting",98%,2%,12%,88%,0%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.69) Media studies",100%,0%,0%,100%,0%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.70) Information Services",0%,100%,96%,0%,4%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.75) English studies",82%,18%,4%,80%,15%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.76) American and Australasian studies",95%,5%,0%,100%,0%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.79) French studies",95%,5%,0%,100%,0%,"Y"
10007852,"UNIVERSITY OF DUNDEE"," (L3.82) Iberian studies",25%,75%,0%,26%,74%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.83) Others in European Languages and Area studies",25%,75%,0%,26%,74%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.90) History",54%,46%,6%,53%,40%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.93) Philosophy",89%,11%,11%,89%,0%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.95) Fine Art",92%,8%,40%,60%,0%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.96) Design studies",98%,2%,6%,94%,0%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.100) Cinematics and Photography",99%,1%,7%,93%,0%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.102) Others in Creative Arts and Design",100%,0%,0%,99%,1%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.103) Teacher Training",0%,100%,100%,0%,0%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.105) Academic studies in Education",22%,78%,39%,57%,3%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.106) Others in Education",0%,100%,16%,84%,0%,
10007852,"UNIVERSITY OF DUNDEE"," (L3.108) Initial Teacher Training",64%,36%,45%,39%,16%,
10007853,"UNIVERSITY OF WALES, NEWPORT (PRIFYSGOL CYMRU, CASNEWYDD)"," (L3.11) Others in Subjects allied to Medicine",12%,88%,87%,13%,0%,
10007853,"UNIVERSITY OF WALES, NEWPORT (PRIFYSGOL CYMRU, CASNEWYDD)"," (L3.18) Sports Science",92%,8%,1%,84%,16%,
10007853,"UNIVERSITY OF WALES, NEWPORT (PRIFYSGOL CYMRU, CASNEWYDD)"," (L3.19) Psychology",95%,5%,0%,94%,6%,
10007853,"UNIVERSITY OF WALES, NEWPORT (PRIFYSGOL CYMRU, CASNEWYDD)"," (L3.35) Computer Science",85%,15%,11%,79%,10%,
10007853,"UNIVERSITY OF WALES, NEWPORT (PRIFYSGOL CYMRU, CASNEWYDD)"," (L3.36) General Engineering",24%,76%,16%,38%,46%,
10007853,"UNIVERSITY OF WALES, NEWPORT (PRIFYSGOL CYMRU, CASNEWYDD)"," (L3.40) Electronic and Electrical Engineering",40%,60%,35%,10%,55%,
10007853,"UNIVERSITY OF WALES, NEWPORT (PRIFYSGOL CYMRU, CASNEWYDD)"," (L3.41) Civil Engineering",28%,72%,3%,40%,57%,
10007853,"UNIVERSITY OF WALES, NEWPORT (PRIFYSGOL CYMRU, CASNEWYDD)"," (L3.46) Others in Technology",0%,100%,0%,0%,100%,
10007853,"UNIVERSITY OF WALES, NEWPORT (PRIFYSGOL CYMRU, CASNEWYDD)"," (L3.54) Sociology",2%,98%,0%,2%,98%,
10007853,"UNIVERSITY OF WALES, NEWPORT (PRIFYSGOL CYMRU, CASNEWYDD)"," (L3.57) Others in Social studies",0%,100%,0%,0%,100%,"Y"
10007853,"UNIVERSITY OF WALES, NEWPORT (PRIFYSGOL CYMRU, CASNEWYDD)"," (L3.58) Social Work",74%,26%,7%,72%,21%,
10007853,"UNIVERSITY OF WALES, NEWPORT (PRIFYSGOL CYMRU, CASNEWYDD)"," (L3.60) Law",90%,10%,0%,100%,0%,
10007853,"UNIVERSITY OF WALES, NEWPORT (PRIFYSGOL CYMRU, CASNEWYDD)"," (L3.61) Business studies",62%,38%,61%,20%,19%,
10007853,"UNIVERSITY OF WALES, NEWPORT (PRIFYSGOL CYMRU, CASNEWYDD)"," (L3.62) Marketing",30%,70%,10%,25%,66%,
10007853,"UNIVERSITY OF WALES, NEWPORT (PRIFYSGOL CYMRU, CASNEWYDD)"," (L3.63) Management studies",13%,87%,91%,0%,9%,
10007853,"UNIVERSITY OF WALES, NEWPORT (PRIFYSGOL CYMRU, CASNEWYDD)"," (L3.64) Human Resource Management",11%,89%,92%,8%,0%,
10007853,"UNIVERSITY OF WALES, NEWPORT (PRIFYSGOL CYMRU, CASNEWYDD)"," (L3.66) Accounting",17%,83%,0%,19%,81%,
10007853,"UNIVERSITY OF WALES, NEWPORT (PRIFYSGOL CYMRU, CASNEWYDD)"," (L3.75) English studies",76%,24%,22%,78%,0%,
10007853,"UNIVERSITY OF WALES, NEWPORT (PRIFYSGOL CYMRU, CASNEWYDD)"," (L3.90) History",78%,22%,16%,84%,0%,
10007853,"UNIVERSITY OF WALES, NEWPORT (PRIFYSGOL CYMRU, CASNEWYDD)"," (L3.92) Others in Historical and Philosophical studies",100%,0%,0%,0%,100%,"Y"
10007853,"UNIVERSITY OF WALES, NEWPORT (PRIFYSGOL CYMRU, CASNEWYDD)"," (L3.93) Philosophy",91%,9%,0%,100%,0%,
10007853,"UNIVERSITY OF WALES, NEWPORT (PRIFYSGOL CYMRU, CASNEWYDD)"," (L3.95) Fine Art",88%,12%,14%,86%,0%,
10007853,"UNIVERSITY OF WALES, NEWPORT (PRIFYSGOL CYMRU, CASNEWYDD)"," (L3.96) Design studies",98%,2%,4%,96%,0%,
10007853,"UNIVERSITY OF WALES, NEWPORT (PRIFYSGOL CYMRU, CASNEWYDD)"," (L3.97) Music",100%,0%,10%,90%,0%,
10007853,"UNIVERSITY OF WALES, NEWPORT (PRIFYSGOL CYMRU, CASNEWYDD)"," (L3.98) Drama",100%,0%,0%,100%,0%,
10007853,"UNIVERSITY OF WALES, NEWPORT (PRIFYSGOL CYMRU, CASNEWYDD)"," (L3.100) Cinematics and Photography",71%,29%,71%,29%,0%,
10007853,"UNIVERSITY OF WALES, NEWPORT (PRIFYSGOL CYMRU, CASNEWYDD)"," (L3.101) Imaginative Writing",95%,5%,0%,100%,0%,"Y"
10007853,"UNIVERSITY OF WALES, NEWPORT (PRIFYSGOL CYMRU, CASNEWYDD)"," (L3.103) Teacher Training",14%,86%,40%,34%,25%,
10007853,"UNIVERSITY OF WALES, NEWPORT (PRIFYSGOL CYMRU, CASNEWYDD)"," (L3.105) Academic studies in Education",47%,53%,56%,23%,21%,
10007853,"UNIVERSITY OF WALES, NEWPORT (PRIFYSGOL CYMRU, CASNEWYDD)"," (L3.106) Others in Education",25%,75%,15%,0%,85%,
10007853,"UNIVERSITY OF WALES, NEWPORT (PRIFYSGOL CYMRU, CASNEWYDD)"," (L3.108) Initial Teacher Training",47%,53%,8%,34%,58%,
10007854,"UNIVERSITY OF WALES INSTITUTE CARDIFF (ATHROFA PRIFYSGOL CYMRU CAERDYDD)"," (L3.03) Anatomy, Physiology and Pathology",80%,20%,100%,0%,0%,"Y"
10007854,"UNIVERSITY OF WALES INSTITUTE CARDIFF (ATHROFA PRIFYSGOL CYMRU CAERDYDD)"," (L3.06) Complementary Medicine",84%,16%,0%,100%,0%,
10007854,"UNIVERSITY OF WALES INSTITUTE CARDIFF (ATHROFA PRIFYSGOL CYMRU CAERDYDD)"," (L3.07) Nutrition",96%,4%,13%,87%,0%,
10007854,"UNIVERSITY OF WALES INSTITUTE CARDIFF (ATHROFA PRIFYSGOL CYMRU CAERDYDD)"," (L3.09) Aural and Oral Sciences",99%,1%,1%,99%,0%,
10007854,"UNIVERSITY OF WALES INSTITUTE CARDIFF (ATHROFA PRIFYSGOL CYMRU CAERDYDD)"," (L3.10) Medical Technology",58%,42%,0%,59%,41%,
10007854,"UNIVERSITY OF WALES INSTITUTE CARDIFF (ATHROFA PRIFYSGOL CYMRU CAERDYDD)"," (L3.11) Others in Subjects allied to Medicine",76%,24%,34%,66%,0%,
10007854,"UNIVERSITY OF WALES INSTITUTE CARDIFF (ATHROFA PRIFYSGOL CYMRU CAERDYDD)"," (L3.12) Biology",58%,42%,10%,78%,12%,
10007854,"UNIVERSITY OF WALES INSTITUTE CARDIFF (ATHROFA PRIFYSGOL CYMRU CAERDYDD)"," (L3.15) Microbiology",72%,28%,36%,48%,16%,
10007854,"UNIVERSITY OF WALES INSTITUTE CARDIFF (ATHROFA PRIFYSGOL CYMRU CAERDYDD)"," (L3.18) Sports Science",86%,14%,19%,74%,8%,
10007854,"UNIVERSITY OF WALES INSTITUTE CARDIFF (ATHROFA PRIFYSGOL CYMRU CAERDYDD)"," (L3.19) Psychology",94%,6%,10%,90%,0%,
