"UKPRN","Institution","Subject","Destination","Postgraduate","Two years aggregate data (Postgraduate/Full-time)?","First degree","Two years aggregate data (First degree/Full-time)?","Other undergraduate","Two years aggregate data (Other undergraduate/Full-time)?","Postgraduate","Two years aggregate data (Postgraduate/Part-time)?","First degree","Two years aggregate data (First degree/Part-time)?","Other undergraduate","Two years aggregate data (Other undergraduate/Part-time)?"
10007833,"GLYNDWR UNIVERSITY (PRIFYSGOL GLYNDWR)","(L3.108) Initial Teacher Training","Working & Studying",0%,,6%,,20%,,0%,,0%,,30%,"Y"
10007833,"GLYNDWR UNIVERSITY (PRIFYSGOL GLYNDWR)","(L3.108) Initial Teacher Training","Assumed to be unemployed",0%,,8%,,25%,,0%,,0%,,0%,
10007833,"GLYNDWR UNIVERSITY (PRIFYSGOL GLYNDWR)","(L3.108) Initial Teacher Training","Not available for work or study",0%,,4%,,0%,,0%,,0%,,0%,"Y"
10007835,"ROYAL ACADEMY OF MUSIC","(L3.97) Music","Working Only",65%,,30%,,0%,,0%,,0%,,0%,
10007835,"ROYAL ACADEMY OF MUSIC","(L3.97) Music","Studying Only",10%,,45%,,0%,,0%,,0%,,0%,
10007835,"ROYAL ACADEMY OF MUSIC","(L3.97) Music","Working & Studying",13%,,15%,,0%,,0%,,0%,,0%,
10007835,"ROYAL ACADEMY OF MUSIC","(L3.97) Music","Assumed to be unemployed",8%,,5%,,0%,,0%,,0%,,0%,
10007835,"ROYAL ACADEMY OF MUSIC","(L3.97) Music","Not available for work or study",5%,,5%,,0%,,0%,,0%,,0%,
10007837,"ROYAL NORTHERN COLLEGE OF MUSIC","(L3.97) Music","Working Only",50%,,33%,,0%,,0%,,0%,,0%,
10007837,"ROYAL NORTHERN COLLEGE OF MUSIC","(L3.97) Music","Studying Only",20%,,51%,,0%,,0%,,0%,,0%,
10007837,"ROYAL NORTHERN COLLEGE OF MUSIC","(L3.97) Music","Working & Studying",10%,,11%,,0%,,0%,,0%,,0%,
10007837,"ROYAL NORTHERN COLLEGE OF MUSIC","(L3.97) Music","Assumed to be unemployed",5%,,5%,,0%,,0%,,0%,,0%,
10007837,"ROYAL NORTHERN COLLEGE OF MUSIC","(L3.97) Music","Not available for work or study",10%,,0%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.03) Anatomy, Physiology and Pathology","Working Only",0%,,85%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.03) Anatomy, Physiology and Pathology","Studying Only",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.03) Anatomy, Physiology and Pathology","Working & Studying",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.03) Anatomy, Physiology and Pathology","Assumed to be unemployed",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.05) Nursing","Working Only",0%,,90%,"Y",89%,,0%,,93%,"Y",0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.05) Nursing","Working & Studying",0%,,10%,"Y",10%,,0%,,7%,"Y",0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.05) Nursing","Assumed to be unemployed",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.05) Nursing","Not available for work or study",0%,,0%,,1%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.10) Medical Technology","Working Only",0%,,95%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.10) Medical Technology","Working & Studying",0%,,5%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.11) Others in Subjects allied to Medicine","Working Only",0%,,90%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.11) Others in Subjects allied to Medicine","Working & Studying",0%,,0%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.11) Others in Subjects allied to Medicine","Assumed to be unemployed",0%,,5%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.11) Others in Subjects allied to Medicine","Not available for work or study",0%,,0%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.18) Sports Science","Working Only",0%,,65%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.18) Sports Science","Studying Only",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.18) Sports Science","Working & Studying",0%,,15%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.18) Sports Science","Assumed to be unemployed",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.18) Sports Science","Not available for work or study",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.31) Physical Geography and Environmental Science","Working Only",0%,,65%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.31) Physical Geography and Environmental Science","Studying Only",0%,,7%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.31) Physical Geography and Environmental Science","Assumed to be unemployed",0%,,19%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.31) Physical Geography and Environmental Science","Not available for work or study",0%,,9%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.35) Computer Science","Working Only",0%,,70%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.35) Computer Science","Studying Only",0%,,15%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.35) Computer Science","Working & Studying",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.35) Computer Science","Assumed to be unemployed",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.58) Social Work","Working Only",0%,,77%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.58) Social Work","Studying Only",0%,,3%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.58) Social Work","Working & Studying",0%,,8%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.58) Social Work","Assumed to be unemployed",0%,,9%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.58) Social Work","Not available for work or study",0%,,3%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.61) Business studies","Working Only",0%,,75%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.61) Business studies","Studying Only",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.61) Business studies","Working & Studying",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.61) Business studies","Assumed to be unemployed",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.63) Management studies","Working Only",0%,,75%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.63) Management studies","Studying Only",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.63) Management studies","Working & Studying",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.63) Management studies","Assumed to be unemployed",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.63) Management studies","Not available for work or study",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.67) Tourism, Transport and Travel","Working Only",0%,,65%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.67) Tourism, Transport and Travel","Studying Only",0%,,10%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.67) Tourism, Transport and Travel","Working & Studying",0%,,20%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.67) Tourism, Transport and Travel","Assumed to be unemployed",0%,,5%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.67) Tourism, Transport and Travel","Not available for work or study",0%,,0%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.68) Others in Business and Administrative studies","Working Only",0%,,75%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.68) Others in Business and Administrative studies","Studying Only",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.68) Others in Business and Administrative studies","Assumed to be unemployed",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.68) Others in Business and Administrative studies","Not available for work or study",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.69) Media studies","Working Only",0%,,67%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.69) Media studies","Studying Only",0%,,8%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.69) Media studies","Working & Studying",0%,,6%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.69) Media studies","Assumed to be unemployed",0%,,17%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.69) Media studies","Not available for work or study",0%,,2%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.95) Fine Art","Working Only",0%,,48%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.95) Fine Art","Studying Only",0%,,19%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.95) Fine Art","Working & Studying",0%,,13%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.95) Fine Art","Assumed to be unemployed",0%,,12%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.95) Fine Art","Not available for work or study",0%,,8%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.96) Design studies","Working Only",0%,,70%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.96) Design studies","Studying Only",0%,,5%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.96) Design studies","Working & Studying",0%,,5%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.96) Design studies","Assumed to be unemployed",0%,,15%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.96) Design studies","Not available for work or study",0%,,5%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.98) Drama","Working Only",0%,,65%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.98) Drama","Studying Only",0%,,15%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.98) Drama","Working & Studying",0%,,10%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.98) Drama","Assumed to be unemployed",0%,,5%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.100) Cinematics and Photography","Working Only",0%,,70%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.100) Cinematics and Photography","Studying Only",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.100) Cinematics and Photography","Working & Studying",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.100) Cinematics and Photography","Assumed to be unemployed",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.100) Cinematics and Photography","Not available for work or study",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.101) Imaginative Writing","Working Only",0%,,65%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.101) Imaginative Writing","Studying Only",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.101) Imaginative Writing","Working & Studying",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.101) Imaginative Writing","Assumed to be unemployed",0%,,15%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.101) Imaginative Writing","Not available for work or study",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.103) Teacher Training","Working Only",0%,,75%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.103) Teacher Training","Working & Studying",0%,,15%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.103) Teacher Training","Assumed to be unemployed",0%,,5%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.103) Teacher Training","Not available for work or study",0%,,5%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.105) Academic studies in Education","Working Only",0%,,0%,,0%,,100%,"Y",0%,,47%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.105) Academic studies in Education","Studying Only",0%,,0%,,0%,,0%,"Y",0%,,16%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.105) Academic studies in Education","Working & Studying",0%,,0%,,0%,,0%,,0%,,32%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.105) Academic studies in Education","Assumed to be unemployed",0%,,0%,,0%,,0%,,0%,,2%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.105) Academic studies in Education","Not available for work or study",0%,,0%,,0%,,0%,,0%,,4%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.108) Initial Teacher Training","Working Only",89%,,87%,,0%,,95%,"Y",0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.108) Initial Teacher Training","Studying Only",0%,,0%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.108) Initial Teacher Training","Working & Studying",4%,,4%,,0%,,0%,"Y",0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.108) Initial Teacher Training","Assumed to be unemployed",5%,,8%,,0%,,5%,"Y",0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.108) Initial Teacher Training","Not available for work or study",2%,,2%,,0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.07) Nutrition","Working Only",0%,,75%,"Y",0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.07) Nutrition","Studying Only",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.07) Nutrition","Working & Studying",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.07) Nutrition","Not available for work or study",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.11) Others in Subjects allied to Medicine","Working Only",0%,,80%,,0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.11) Others in Subjects allied to Medicine","Studying Only",0%,,10%,,0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.11) Others in Subjects allied to Medicine","Working & Studying",0%,,15%,,0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.18) Sports Science","Working Only",0%,,70%,,0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.18) Sports Science","Studying Only",0%,,18%,,0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.18) Sports Science","Working & Studying",0%,,7%,,0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.18) Sports Science","Assumed to be unemployed",0%,,1%,,0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.18) Sports Science","Not available for work or study",0%,,5%,,0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.19) Psychology","Working Only",0%,,70%,,0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.19) Psychology","Studying Only",0%,,15%,,0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.19) Psychology","Working & Studying",0%,,5%,,0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.19) Psychology","Assumed to be unemployed",0%,,5%,,0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.19) Psychology","Not available for work or study",0%,,5%,,0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.61) Business studies","Working Only",0%,,60%,"Y",0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.61) Business studies","Studying Only",0%,,15%,"Y",0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.61) Business studies","Working & Studying",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.61) Business studies","Assumed to be unemployed",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.61) Business studies","Not available for work or study",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.69) Media studies","Working Only",0%,,70%,,0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.69) Media studies","Studying Only",0%,,0%,,0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.69) Media studies","Working & Studying",0%,,5%,,0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.69) Media studies","Assumed to be unemployed",0%,,10%,,0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.69) Media studies","Not available for work or study",0%,,10%,,0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.75) English studies","Working Only",0%,,55%,,0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.75) English studies","Studying Only",0%,,15%,,0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.75) English studies","Working & Studying",0%,,5%,,0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.75) English studies","Assumed to be unemployed",0%,,10%,,0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.75) English studies","Not available for work or study",0%,,10%,,0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.90) History","Working Only",0%,,60%,"Y",0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.90) History","Studying Only",0%,,25%,"Y",0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.90) History","Working & Studying",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.90) History","Assumed to be unemployed",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.90) History","Not available for work or study",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.94) Theology and Religious studies","Working Only",0%,,45%,"Y",0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.94) Theology and Religious studies","Studying Only",0%,,30%,"Y",0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.94) Theology and Religious studies","Working & Studying",0%,,20%,"Y",0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.94) Theology and Religious studies","Assumed to be unemployed",0%,,0%,"Y",0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.94) Theology and Religious studies","Not available for work or study",0%,,0%,"Y",0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.98) Drama","Working Only",0%,,75%,,0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.98) Drama","Studying Only",0%,,10%,,0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.98) Drama","Working & Studying",0%,,0%,,0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.98) Drama","Assumed to be unemployed",0%,,10%,,0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.100) Cinematics and Photography","Working Only",0%,,80%,"Y",0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.100) Cinematics and Photography","Assumed to be unemployed",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.100) Cinematics and Photography","Not available for work or study",0%,,10%,"Y",0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.105) Academic studies in Education","Working Only",0%,,50%,"Y",0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.105) Academic studies in Education","Studying Only",0%,,20%,"Y",0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.105) Academic studies in Education","Working & Studying",0%,,20%,"Y",0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.105) Academic studies in Education","Assumed to be unemployed",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.105) Academic studies in Education","Not available for work or study",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.106) Others in Education","Working Only",0%,,0%,,0%,,0%,,70%,"Y",0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.106) Others in Education","Studying Only",0%,,0%,,0%,,0%,,20%,"Y",0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.106) Others in Education","Working & Studying",0%,,0%,,0%,,0%,,10%,"Y",0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.106) Others in Education","Not available for work or study",0%,,0%,,0%,,0%,,5%,"Y",0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.108) Initial Teacher Training","Working Only",84%,,86%,,91%,"Y",95%,"Y",0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.108) Initial Teacher Training","Studying Only",1%,,2%,,0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.108) Initial Teacher Training","Working & Studying",8%,,7%,,4%,"Y",0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.108) Initial Teacher Training","Assumed to be unemployed",5%,,1%,,0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.108) Initial Teacher Training","Not available for work or study",3%,,4%,,5%,"Y",5%,"Y",0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.11) Others in Subjects allied to Medicine","Working Only",0%,,50%,"Y",0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.11) Others in Subjects allied to Medicine","Studying Only",0%,,15%,"Y",0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.11) Others in Subjects allied to Medicine","Working & Studying",0%,,25%,"Y",0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.11) Others in Subjects allied to Medicine","Assumed to be unemployed",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.19) Psychology","Working Only",0%,,50%,"Y",0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.19) Psychology","Studying Only",0%,,20%,"Y",0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.19) Psychology","Working & Studying",0%,,25%,"Y",0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.19) Psychology","Assumed to be unemployed",0%,,5%,"Y",0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.35) Computer Science","Working Only",0%,,65%,,0%,,65%,"Y",0%,,0%,
