"UKPRN","Institution","Subject","Job Category","Postgraduate","Two years aggregate data (Postgraduate/Full-time)?","First degree","Two years aggregate data (First degree/Full-time)?","Other undergraduate","Two years aggregate data (Other undergraduate/Full-time)?","Postgraduate","Two years aggregate data (Postgraduate/Part-time)?","First degree","Two years aggregate data (First degree/Part-time)?","Other undergraduate","Two years aggregate data (Other undergraduate/Part-time)?"
10007822,"CRANFIELD UNIVERSITY","(L3.38) Aerospace Engineering","Graduate job",92%,,0%,,0%,,0%,,0%,,0%,
10007822,"CRANFIELD UNIVERSITY","(L3.38) Aerospace Engineering","Non-graduate job",8%,,0%,,0%,,0%,,0%,,0%,
10007822,"CRANFIELD UNIVERSITY","(L3.43) Others in Engineering","Graduate job",95%,"Y",0%,,0%,,0%,,0%,,0%,
10007822,"CRANFIELD UNIVERSITY","(L3.43) Others in Engineering","Non-graduate job",5%,"Y",0%,,0%,,0%,,0%,,0%,
10007822,"CRANFIELD UNIVERSITY","(L3.44) Materials and Minerals Technology","Graduate job",85%,"Y",0%,,0%,,0%,,0%,,0%,
10007822,"CRANFIELD UNIVERSITY","(L3.44) Materials and Minerals Technology","Non-graduate job",15%,"Y",0%,,0%,,0%,,0%,,0%,
10007822,"CRANFIELD UNIVERSITY","(L3.61) Business studies","Graduate job",81%,,0%,,0%,,91%,,0%,,0%,
10007822,"CRANFIELD UNIVERSITY","(L3.61) Business studies","Non-graduate job",19%,,0%,,0%,,9%,,0%,,0%,
10007822,"CRANFIELD UNIVERSITY","(L3.63) Management studies","Graduate job",0%,,0%,,0%,,95%,"Y",0%,,0%,
10007822,"CRANFIELD UNIVERSITY","(L3.63) Management studies","Non-graduate job",0%,,0%,,0%,,5%,"Y",0%,,0%,
10007823,"EDGE HILL UNIVERSITY","(L3.05) Nursing","Graduate job",0%,,94%,,95%,,0%,,96%,"Y",95%,"Y"
10007823,"EDGE HILL UNIVERSITY","(L3.05) Nursing","Non-graduate job",0%,,6%,,5%,,0%,,4%,"Y",5%,"Y"
10007823,"EDGE HILL UNIVERSITY","(L3.18) Sports Science","Graduate job",0%,,34%,,0%,,0%,,0%,,0%,
10007823,"EDGE HILL UNIVERSITY","(L3.18) Sports Science","Non-graduate job",0%,,66%,,0%,,0%,,0%,,0%,
10007823,"EDGE HILL UNIVERSITY","(L3.19) Psychology","Graduate job",0%,,15%,"Y",0%,,0%,,0%,,0%,
10007823,"EDGE HILL UNIVERSITY","(L3.19) Psychology","Non-graduate job",0%,,85%,"Y",0%,,0%,,0%,,0%,
10007823,"EDGE HILL UNIVERSITY","(L3.35) Computer Science","Graduate job",0%,,55%,,0%,,0%,,0%,,0%,
10007823,"EDGE HILL UNIVERSITY","(L3.35) Computer Science","Non-graduate job",0%,,45%,,0%,,0%,,0%,,0%,
10007823,"EDGE HILL UNIVERSITY","(L3.58) Social Work","Graduate job",0%,,30%,"Y",0%,,0%,,0%,,0%,
10007823,"EDGE HILL UNIVERSITY","(L3.58) Social Work","Non-graduate job",0%,,70%,"Y",0%,,0%,,0%,,0%,
10007823,"EDGE HILL UNIVERSITY","(L3.60) Law","Graduate job",0%,,20%,,0%,,0%,,0%,,0%,
10007823,"EDGE HILL UNIVERSITY","(L3.60) Law","Non-graduate job",0%,,80%,,0%,,0%,,0%,,0%,
10007823,"EDGE HILL UNIVERSITY","(L3.61) Business studies","Graduate job",0%,,50%,"Y",0%,,0%,,0%,,0%,
10007823,"EDGE HILL UNIVERSITY","(L3.61) Business studies","Non-graduate job",0%,,50%,"Y",0%,,0%,,0%,,0%,
10007823,"EDGE HILL UNIVERSITY","(L3.63) Management studies","Graduate job",0%,,55%,"Y",0%,,0%,,0%,,0%,
10007823,"EDGE HILL UNIVERSITY","(L3.63) Management studies","Non-graduate job",0%,,45%,"Y",0%,,0%,,0%,,0%,
10007823,"EDGE HILL UNIVERSITY","(L3.69) Media studies","Graduate job",0%,,30%,,0%,,0%,,0%,,0%,
10007823,"EDGE HILL UNIVERSITY","(L3.69) Media studies","Non-graduate job",0%,,70%,,0%,,0%,,0%,,0%,
10007823,"EDGE HILL UNIVERSITY","(L3.75) English studies","Graduate job",0%,,30%,,0%,,0%,,0%,,0%,
10007823,"EDGE HILL UNIVERSITY","(L3.75) English studies","Non-graduate job",0%,,70%,,0%,,0%,,0%,,0%,
10007823,"EDGE HILL UNIVERSITY","(L3.98) Drama","Graduate job",0%,,30%,"Y",0%,,0%,,0%,,0%,
10007823,"EDGE HILL UNIVERSITY","(L3.98) Drama","Non-graduate job",0%,,70%,"Y",0%,,0%,,0%,,0%,
10007823,"EDGE HILL UNIVERSITY","(L3.99) Dance","Graduate job",0%,,45%,"Y",0%,,0%,,0%,,0%,
10007823,"EDGE HILL UNIVERSITY","(L3.99) Dance","Non-graduate job",0%,,55%,"Y",0%,,0%,,0%,,0%,
10007823,"EDGE HILL UNIVERSITY","(L3.103) Teacher Training","Graduate job",0%,,0%,,0%,,100%,"Y",0%,,0%,
10007823,"EDGE HILL UNIVERSITY","(L3.105) Academic studies in Education","Graduate job",0%,,0%,,0%,,0%,,60%,,38%,
10007823,"EDGE HILL UNIVERSITY","(L3.105) Academic studies in Education","Non-graduate job",0%,,0%,,0%,,0%,,40%,,62%,
10007823,"EDGE HILL UNIVERSITY","(L3.108) Initial Teacher Training","Graduate job",96%,,90%,,0%,,93%,,90%,,0%,
10007823,"EDGE HILL UNIVERSITY","(L3.108) Initial Teacher Training","Non-graduate job",4%,,10%,,0%,,7%,,10%,,0%,
10007824,"EDINBURGH COLLEGE OF ART","(L3.95) Fine Art","Graduate job",0%,,45%,,0%,,0%,,0%,,0%,
10007824,"EDINBURGH COLLEGE OF ART","(L3.95) Fine Art","Non-graduate job",0%,,55%,,0%,,0%,,0%,,0%,
10007824,"EDINBURGH COLLEGE OF ART","(L3.96) Design studies","Graduate job",0%,,58%,,0%,,0%,,0%,,0%,
10007824,"EDINBURGH COLLEGE OF ART","(L3.96) Design studies","Non-graduate job",0%,,42%,,0%,,0%,,0%,,0%,
10007825,"GUILDHALL SCHOOL OF MUSIC AND DRAMA","(L3.97) Music","Graduate job",100%,,90%,"Y",0%,,95%,"Y",0%,,0%,
10007825,"GUILDHALL SCHOOL OF MUSIC AND DRAMA","(L3.97) Music","Non-graduate job",0%,,10%,"Y",0%,,5%,"Y",0%,,0%,
10007825,"GUILDHALL SCHOOL OF MUSIC AND DRAMA","(L3.98) Drama","Graduate job",0%,,85%,,0%,,0%,,0%,,0%,
10007825,"GUILDHALL SCHOOL OF MUSIC AND DRAMA","(L3.98) Drama","Non-graduate job",0%,,15%,,0%,,0%,,0%,,0%,
10007832,"NEWMAN UNIVERSITY COLLEGE","(L3.105) Academic studies in Education","Graduate job",0%,,15%,,0%,,0%,,70%,"Y",0%,
10007832,"NEWMAN UNIVERSITY COLLEGE","(L3.105) Academic studies in Education","Non-graduate job",0%,,85%,,0%,,0%,,30%,"Y",0%,
10007832,"NEWMAN UNIVERSITY COLLEGE","(L3.108) Initial Teacher Training","Graduate job",0%,,97%,,98%,,0%,,0%,,0%,
10007832,"NEWMAN UNIVERSITY COLLEGE","(L3.108) Initial Teacher Training","Non-graduate job",0%,,3%,,2%,,0%,,0%,,0%,
10007833,"GLYNDWR UNIVERSITY (PRIFYSGOL GLYNDWR)","(L3.05) Nursing","Graduate job",0%,,100%,,0%,,0%,,0%,,0%,
10007833,"GLYNDWR UNIVERSITY (PRIFYSGOL GLYNDWR)","(L3.18) Sports Science","Graduate job",0%,,30%,"Y",0%,,0%,,0%,,0%,
10007833,"GLYNDWR UNIVERSITY (PRIFYSGOL GLYNDWR)","(L3.18) Sports Science","Non-graduate job",0%,,70%,"Y",0%,,0%,,0%,,0%,
10007833,"GLYNDWR UNIVERSITY (PRIFYSGOL GLYNDWR)","(L3.35) Computer Science","Graduate job",0%,,65%,,0%,,0%,,0%,,75%,"Y"
10007833,"GLYNDWR UNIVERSITY (PRIFYSGOL GLYNDWR)","(L3.35) Computer Science","Non-graduate job",0%,,35%,,0%,,0%,,0%,,25%,"Y"
10007833,"GLYNDWR UNIVERSITY (PRIFYSGOL GLYNDWR)","(L3.37) Mechanical, Production and Manufacturing Engineering","Graduate job",0%,,0%,,0%,,0%,,0%,,90%,"Y"
10007833,"GLYNDWR UNIVERSITY (PRIFYSGOL GLYNDWR)","(L3.37) Mechanical, Production and Manufacturing Engineering","Non-graduate job",0%,,0%,,0%,,0%,,0%,,10%,"Y"
10007833,"GLYNDWR UNIVERSITY (PRIFYSGOL GLYNDWR)","(L3.38) Aerospace Engineering","Graduate job",0%,,100%,"Y",0%,,0%,,100%,"Y",0%,
10007833,"GLYNDWR UNIVERSITY (PRIFYSGOL GLYNDWR)","(L3.38) Aerospace Engineering","Non-graduate job",0%,,0%,"Y",0%,,0%,,0%,,0%,
10007833,"GLYNDWR UNIVERSITY (PRIFYSGOL GLYNDWR)","(L3.40) Electronic and Electrical Engineering","Graduate job",0%,,85%,"Y",0%,,0%,,0%,,75%,"Y"
10007833,"GLYNDWR UNIVERSITY (PRIFYSGOL GLYNDWR)","(L3.40) Electronic and Electrical Engineering","Non-graduate job",0%,,15%,"Y",0%,,0%,,0%,,25%,"Y"
10007833,"GLYNDWR UNIVERSITY (PRIFYSGOL GLYNDWR)","(L3.50) Planning (Urban, Rural and Regional)","Graduate job",0%,,0%,,0%,,0%,,0%,,95%,
10007833,"GLYNDWR UNIVERSITY (PRIFYSGOL GLYNDWR)","(L3.50) Planning (Urban, Rural and Regional)","Non-graduate job",0%,,0%,,0%,,0%,,0%,,5%,
10007833,"GLYNDWR UNIVERSITY (PRIFYSGOL GLYNDWR)","(L3.58) Social Work","Graduate job",0%,,85%,,0%,,0%,,0%,,95%,"Y"
10007833,"GLYNDWR UNIVERSITY (PRIFYSGOL GLYNDWR)","(L3.58) Social Work","Non-graduate job",0%,,15%,,0%,,0%,,0%,,5%,"Y"
10007833,"GLYNDWR UNIVERSITY (PRIFYSGOL GLYNDWR)","(L3.96) Design studies","Graduate job",0%,,55%,"Y",0%,,0%,,0%,,0%,
10007833,"GLYNDWR UNIVERSITY (PRIFYSGOL GLYNDWR)","(L3.96) Design studies","Non-graduate job",0%,,45%,"Y",0%,,0%,,0%,,0%,
10007833,"GLYNDWR UNIVERSITY (PRIFYSGOL GLYNDWR)","(L3.100) Cinematics and Photography","Graduate job",0%,,25%,"Y",0%,,0%,,0%,,0%,
10007833,"GLYNDWR UNIVERSITY (PRIFYSGOL GLYNDWR)","(L3.100) Cinematics and Photography","Non-graduate job",0%,,75%,"Y",0%,,0%,,0%,,0%,
10007833,"GLYNDWR UNIVERSITY (PRIFYSGOL GLYNDWR)","(L3.103) Teacher Training","Graduate job",0%,,0%,,0%,,0%,,95%,"Y",100%,"Y"
10007833,"GLYNDWR UNIVERSITY (PRIFYSGOL GLYNDWR)","(L3.103) Teacher Training","Non-graduate job",0%,,0%,,0%,,0%,,5%,"Y",0%,
10007833,"GLYNDWR UNIVERSITY (PRIFYSGOL GLYNDWR)","(L3.105) Academic studies in Education","Graduate job",0%,,45%,,0%,,0%,,0%,,75%,
10007833,"GLYNDWR UNIVERSITY (PRIFYSGOL GLYNDWR)","(L3.105) Academic studies in Education","Non-graduate job",0%,,55%,,0%,,0%,,0%,,25%,
10007833,"GLYNDWR UNIVERSITY (PRIFYSGOL GLYNDWR)","(L3.108) Initial Teacher Training","Graduate job",0%,,90%,,0%,,0%,,0%,,95%,"Y"
10007833,"GLYNDWR UNIVERSITY (PRIFYSGOL GLYNDWR)","(L3.108) Initial Teacher Training","Non-graduate job",0%,,10%,,0%,,0%,,0%,,5%,"Y"
10007835,"ROYAL ACADEMY OF MUSIC","(L3.97) Music","Graduate job",89%,,90%,"Y",0%,,0%,,0%,,0%,
10007835,"ROYAL ACADEMY OF MUSIC","(L3.97) Music","Non-graduate job",11%,,10%,"Y",0%,,0%,,0%,,0%,
10007837,"ROYAL NORTHERN COLLEGE OF MUSIC","(L3.97) Music","Graduate job",100%,,90%,,0%,,0%,,0%,,0%,
10007837,"ROYAL NORTHERN COLLEGE OF MUSIC","(L3.97) Music","Non-graduate job",0%,,10%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.03) Anatomy, Physiology and Pathology","Graduate job",0%,,100%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.05) Nursing","Graduate job",0%,,100%,"Y",99%,,0%,,97%,"Y",0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.05) Nursing","Non-graduate job",0%,,0%,"Y",1%,,0%,,3%,"Y",0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.10) Medical Technology","Graduate job",0%,,100%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.10) Medical Technology","Non-graduate job",0%,,0%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.11) Others in Subjects allied to Medicine","Graduate job",0%,,95%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.11) Others in Subjects allied to Medicine","Non-graduate job",0%,,5%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.18) Sports Science","Graduate job",0%,,50%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.18) Sports Science","Non-graduate job",0%,,50%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.31) Physical Geography and Environmental Science","Graduate job",0%,,40%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.31) Physical Geography and Environmental Science","Non-graduate job",0%,,60%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.58) Social Work","Graduate job",0%,,68%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.58) Social Work","Non-graduate job",0%,,32%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.61) Business studies","Graduate job",0%,,30%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.61) Business studies","Non-graduate job",0%,,70%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.63) Management studies","Graduate job",0%,,35%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.63) Management studies","Non-graduate job",0%,,65%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.67) Tourism, Transport and Travel","Graduate job",0%,,25%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.67) Tourism, Transport and Travel","Non-graduate job",0%,,75%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.67) Tourism, Transport and Travel","Unknown",0%,,5%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.68) Others in Business and Administrative studies","Graduate job",0%,,55%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.68) Others in Business and Administrative studies","Non-graduate job",0%,,45%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.69) Media studies","Graduate job",0%,,25%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.69) Media studies","Non-graduate job",0%,,75%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.69) Media studies","Unknown",0%,,0%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.95) Fine Art","Graduate job",0%,,40%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.95) Fine Art","Non-graduate job",0%,,60%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.96) Design studies","Graduate job",0%,,35%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.96) Design studies","Non-graduate job",0%,,65%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.98) Drama","Graduate job",0%,,30%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.98) Drama","Non-graduate job",0%,,70%,,0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.103) Teacher Training","Graduate job",0%,,60%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.103) Teacher Training","Non-graduate job",0%,,40%,"Y",0%,,0%,,0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.105) Academic studies in Education","Graduate job",0%,,0%,,0%,,100%,"Y",0%,,35%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.105) Academic studies in Education","Non-graduate job",0%,,0%,,0%,,0%,"Y",0%,,65%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.108) Initial Teacher Training","Graduate job",95%,,86%,,0%,,90%,"Y",0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.108) Initial Teacher Training","Non-graduate job",5%,,14%,,0%,,15%,"Y",0%,,0%,
10007842,"THE UNIVERSITY OF CUMBRIA","(L3.108) Initial Teacher Training","Unknown",0%,,0%,,0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.11) Others in Subjects allied to Medicine","Graduate job",0%,,70%,,0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.11) Others in Subjects allied to Medicine","Non-graduate job",0%,,30%,,0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.18) Sports Science","Graduate job",0%,,50%,,0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.18) Sports Science","Non-graduate job",0%,,50%,,0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.19) Psychology","Graduate job",0%,,40%,"Y",0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.19) Psychology","Non-graduate job",0%,,60%,"Y",0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.69) Media studies","Graduate job",0%,,40%,,0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.69) Media studies","Non-graduate job",0%,,60%,,0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.75) English studies","Graduate job",0%,,40%,"Y",0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.75) English studies","Non-graduate job",0%,,60%,"Y",0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.98) Drama","Graduate job",0%,,30%,,0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.98) Drama","Non-graduate job",0%,,70%,,0%,,0%,,0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.108) Initial Teacher Training","Graduate job",99%,,95%,,99%,"Y",100%,"Y",0%,,0%,
10007843,"ST MARY'S UNIVERSITY COLLEGE, TWICKENHAM","(L3.108) Initial Teacher Training","Non-graduate job",1%,,5%,,1%,"Y",0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.35) Computer Science","Graduate job",0%,,70%,,0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.35) Computer Science","Non-graduate job",0%,,30%,,0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.37) Mechanical, Production and Manufacturing Engineering","Graduate job",0%,,55%,"Y",0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.37) Mechanical, Production and Manufacturing Engineering","Non-graduate job",0%,,45%,"Y",0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.46) Others in Technology","Graduate job",0%,,0%,,0%,,0%,,0%,,45%,"Y"
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.46) Others in Technology","Non-graduate job",0%,,0%,,0%,,0%,,0%,,55%,"Y"
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.61) Business studies","Graduate job",0%,,40%,,0%,,80%,"Y",0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.61) Business studies","Non-graduate job",0%,,65%,,0%,,20%,"Y",0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.67) Tourism, Transport and Travel","Graduate job",0%,,30%,,0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.67) Tourism, Transport and Travel","Non-graduate job",0%,,70%,,0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.96) Design studies","Graduate job",0%,,45%,,0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.96) Design studies","Non-graduate job",0%,,54%,,0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.96) Design studies","Unknown",0%,,1%,,0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.98) Drama","Graduate job",0%,,35%,"Y",0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.98) Drama","Non-graduate job",0%,,65%,"Y",0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.100) Cinematics and Photography","Graduate job",0%,,45%,"Y",0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.100) Cinematics and Photography","Non-graduate job",0%,,55%,"Y",0%,,0%,,0%,,0%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.104) Research and Study Skills in Education","Graduate job",0%,,0%,,0%,,0%,,0%,,55%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.104) Research and Study Skills in Education","Non-graduate job",0%,,0%,,0%,,0%,,0%,,45%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.105) Academic studies in Education","Graduate job",0%,,0%,,0%,,100%,,0%,,92%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.105) Academic studies in Education","Non-graduate job",0%,,0%,,0%,,0%,,0%,,8%,
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.108) Initial Teacher Training","Graduate job",98%,,87%,,0%,,0%,,0%,,85%,"Y"
10007846,"SWANSEA METROPOLITAN UNIVERSITY (PRIFYSGOL FETROPOLITAN ABERTAWE)","(L3.108) Initial Teacher Training","Non-graduate job",2%,,13%,,0%,,0%,,0%,,15%,"Y"
10007848,"UNIVERSITY OF CHESTER","(L3.05) Nursing","Graduate job",0%,,100%,,96%,,100%,,100%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.05) Nursing","Non-graduate job",0%,,0%,,4%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.07) Nutrition","Graduate job",95%,"Y",90%,"Y",0%,,100%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.07) Nutrition","Non-graduate job",5%,"Y",10%,"Y",0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.11) Others in Subjects allied to Medicine","Graduate job",0%,,50%,"Y",0%,,100%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.11) Others in Subjects allied to Medicine","Non-graduate job",0%,,50%,"Y",0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.18) Sports Science","Graduate job",0%,,61%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.18) Sports Science","Non-graduate job",0%,,39%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.19) Psychology","Graduate job",0%,,53%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.19) Psychology","Non-graduate job",0%,,47%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.21) Animal Science","Graduate job",0%,,35%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.21) Animal Science","Non-graduate job",0%,,65%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.27) Forensic and Archaeological Science","Graduate job",0%,,55%,"Y",0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.27) Forensic and Archaeological Science","Non-graduate job",0%,,45%,"Y",0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.31) Physical Geography and Environmental Science","Graduate job",0%,,50%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.31) Physical Geography and Environmental Science","Non-graduate job",0%,,50%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.32) Mathematics and Statistics","Graduate job",0%,,50%,"Y",0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.32) Mathematics and Statistics","Non-graduate job",0%,,50%,"Y",0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.35) Computer Science","Graduate job",0%,,65%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.35) Computer Science","Non-graduate job",0%,,35%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.54) Sociology","Graduate job",0%,,55%,"Y",0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.54) Sociology","Non-graduate job",0%,,45%,"Y",0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.57) Others in Social studies","Graduate job",0%,,45%,,0%,,0%,,0%,,0%,
10007848,"UNIVERSITY OF CHESTER","(L3.57) Others in Social studies","Non-graduate job",0%,,55%,,0%,,0%,,0%,,0%,
